,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/batch_size,config/m_lambda,config/num_HL,config/latent_dim,config/opt_lr,config/opt_wd,logdir
0,0.5552380952380952,0.5552380952380952,0.01354425014602656,0.5627268827841541,0.013230481860805957,0.5627268827841541,0.013230481860805936,0.5333333333333333,0.0,0.521395756236455,0.0,0.5213957562364551,0.0,0.49047619047619045,0.0,0.44937031148976464,0.0,0.44937031148976464,0.0,440368,440368,1698226490,False,1,95af8d5d,2023-10-25_09-34-50,182.64641571044922,182.64641571044922,239061,1105bb7c0067,172.17.0.2,182.64641571044922,1,,128,1.4566130694730923,3,175,2.0966634984126856e-05,4.0472612518477465e-06,95af8d5d
1,0.5721428571428571,0.5721428571428571,0.012328184253332963,0.5759659272917514,0.01129859267158793,0.5759659272917516,0.01129859267158792,0.5357142857142857,0.0,0.5480368589385644,0.0,0.5480368589385642,0.0,0.48333333333333334,0.0,0.4320344760826465,0.0,0.4320344760826465,0.0,244345,244345,1698226560,False,1,f61c8e24,2023-10-25_09-36-00,203.04181122779846,203.04181122779846,239166,1105bb7c0067,172.17.0.2,203.04181122779846,1,,128,2.2902339370125953,3,14,1.7688248112941292e-05,1.0003392280128177e-06,f61c8e24
2,0.564047619047619,0.564047619047619,0.014382607914798996,0.5736237072763516,0.015065569390836125,0.5736237072763517,0.01506556939083614,0.4928571428571429,0.0,0.491863296427344,0.0,0.49186329642734405,0.0,0.4642857142857143,0.0,0.41108581962682517,0.0,0.41108581962682517,0.0,672446,672446,1698226575,True,1,ba3b453b,2023-10-25_09-36-15,194.50998711585999,194.50998711585999,239213,1105bb7c0067,172.17.0.2,194.50998711585999,1,,64,1.991087226888276,5,145,1.9926244806853044e-05,8.690751012314467e-06,ba3b453b
3,0.5171428571428571,0.5171428571428571,0.01069044967649698,0.5325484488612753,0.01028494209651607,0.5325484488612753,0.010284942096516066,0.5119047619047619,0.0,0.5218536098170509,0.0,0.5218536098170509,0.0,0.4357142857142857,0.0,0.3931432756984969,0.0,0.39314327569849683,0.0,566137,566137,1698226491,True,1,954b941f,2023-10-25_09-34-51,71.49436902999878,71.49436902999878,239260,1105bb7c0067,172.17.0.2,71.49436902999878,1,,64,1.3652765022044544,6,36,0.00036672798654754533,5.658813687586451e-07,954b941f
4,0.5869047619047618,0.5869047619047618,0.011381350859730592,0.590695961532426,0.01048177282980608,0.590695961532426,0.010481772829806075,0.5761904761904761,0.0,0.5868100830379518,0.0,0.5868100830379518,0.0,0.5023809523809524,0.0,0.46456161930025935,0.0,0.46456161930025935,0.0,751948,751948,1698226557,False,1,b656702a,2023-10-25_09-35-57,101.41736960411072,101.41736960411072,239307,1105bb7c0067,172.17.0.2,101.41736960411072,1,,128,1.123875202042151,3,347,0.0007770876739377563,7.623016683857004e-06,b656702a
5,0.5969047619047619,0.5969047619047619,0.009407022031018283,0.5793477058262024,0.009937127761003226,0.5793477058262024,0.00993712776100322,0.5619047619047619,0.0,0.5571302136207524,0.0,0.5571302136207524,0.0,0.5047619047619047,0.0,0.4682997984805864,0.0,0.46829979848058634,0.0,235710,235710,1698226931,False,1,9f6027ef,2023-10-25_09-42-11,448.55890417099,448.55890417099,239354,1105bb7c0067,172.17.0.2,448.55890417099,1,,64,2.4537960321898504,2,125,4.687667156751139e-05,3.5070064442383776e-06,9f6027ef
6,0.5211904761904761,0.5211904761904761,0.006772125073013292,0.5272839827419699,0.006669132825271874,0.52728398274197,0.006669132825271845,0.4928571428571429,0.0,0.49263332804766186,0.0,0.4926333280476619,0.0,0.44761904761904764,0.0,0.3949063261516401,0.0,0.3949063261516402,0.0,1170626,1170626,1698226621,True,1,455fb01a,2023-10-25_09-37-01,130.0774655342102,130.0774655342102,239061,1105bb7c0067,172.17.0.2,130.0774655342102,1,,128,2.7368258050710406,5,323,0.0003235927565379565,3.546073448543239e-06,455fb01a
7,0.5538095238095238,0.5538095238095238,0.00994314905610528,0.560563034474986,0.008918491847168008,0.5605630344749861,0.008918491847167998,0.4976190476190476,0.0,0.503849782449563,0.0,0.503849782449563,0.0,0.4380952380952381,0.0,0.38339909223953833,0.0,0.38339909223953833,0.0,849981,849981,1698226658,True,1,797e81d0,2023-10-25_09-37-38,167.1018967628479,167.1018967628479,239260,1105bb7c0067,172.17.0.2,167.1018967628479,1,,128,2.589554261450352,4,290,0.000672033648770545,7.4722635969456505e-06,797e81d0
8,0.5864285714285714,0.5864285714285714,0.01027126410005855,0.5939271763002918,0.010308717717632932,0.5939271763002918,0.01030871771763296,0.5285714285714286,0.0,0.5320745939313125,0.0,0.5320745939313125,0.0,0.5380952380952381,0.0,0.5251554124052723,0.0,0.5251554124052723,0.0,627536,627536,1698226725,False,1,fa3d1adf,2023-10-25_09-38-45,181.9040973186493,181.9040973186493,239457,1105bb7c0067,172.17.0.2,181.9040973186493,1,,128,2.4815004281201145,3,285,0.00020112346726786385,5.5684011952979855e-06,fa3d1adf
9,0.5423809523809524,0.5423809523809524,0.007810104508027028,0.5519755849575275,0.0078314724010574,0.5519755849575275,0.007831472401057438,0.5214285714285715,0.0,0.5316842663544662,0.0,0.5316842663544662,0.0,0.45,0.0,0.3946797989379638,0.0,0.39467979893796373,0.0,607894,607894,1698226706,True,1,e508ba08,2023-10-25_09-38-26,148.9958620071411,148.9958620071411,239307,1105bb7c0067,172.17.0.2,148.9958620071411,1,,128,0.4767489506249365,7,7,5.3757988016164936e-05,5.186818421022793e-06,e508ba08
