,score,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/down_HL,config/kernel_size,config/latent_dim,config/model_lamda,config/num_CL,config/num_HL,config/opt_lr,config/opt_wd,config/size_CL,config/size_HL,logdir
79,-10.552928862768898,2.934343814849853,True,1,1ebfa447,2023-09-16_22-33-17,1694903597,2.934343814849853,94014,84233402a856,172.17.0.2,2.934343814849853,1,17,2,211,0.04992924375598068,6,6,7.395630909588911e-05,3.928942017664384e-07,17,57,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_1ebfa447_80_down_HL=17,kernel_size=2,latent_dim=211,model_lamda=0.0499,num_CL=6,num_HL=6,opt_lr=0.0001,opt_w_2023-09-16_22-33-14"
80,0.716864406779661,5326.147654294968,False,1,0e986c5b,2023-09-17_00-02-03,1694908923,5326.147654294968,94014,84233402a856,172.17.0.2,5326.147654294968,1,14,7,178,0.10810968064456267,5,2,3.098223629912617e-05,5.712576787199316e-07,21,50,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_0e986c5b_81_down_HL=14,kernel_size=7,latent_dim=178,model_lamda=0.1081,num_CL=5,num_HL=2,opt_lr=0.0000,opt_w_2023-09-16_22-33-17"
81,-17.55806694379233,2.9273786544799805,True,1,1966369f,2023-09-16_22-33-33,1694903613,2.9273786544799805,66777,84233402a856,172.17.0.2,2.9273786544799805,1,16,2,141,0.33672873422426763,5,3,0.0001862730256972203,7.217707201213141e-07,13,67,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_1966369f_82_down_HL=16,kernel_size=2,latent_dim=141,model_lamda=0.3367,num_CL=5,num_HL=3,opt_lr=0.0002,opt_w_2023-09-16_22-33-30"
82,0.7705932203389831,3587.8868956565857,False,1,aa9155c8,2023-09-16_23-33-21,1694907201,3587.8868956565857,66777,84233402a856,172.17.0.2,3587.8868956565857,1,10,3,162,0.2647339620209235,6,2,0.00013571652527948988,5.178927242026203e-07,19,72,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_aa9155c8_83_down_HL=10,kernel_size=3,latent_dim=162,model_lamda=0.2647,num_CL=6,num_HL=2,opt_lr=0.0001,opt_w_2023-09-16_22-33-34"
83,-19.46937930996588,3.218623399734497,True,1,ed1ff698,2023-09-16_22-50-57,1694904657,3.218623399734497,92805,84233402a856,172.17.0.2,3.218623399734497,1,15,2,220,0.009073939271493692,4,4,5.29931875835206e-05,4.625724068527467e-07,7,125,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_ed1ff698_84_down_HL=15,kernel_size=2,latent_dim=220,model_lamda=0.0091,num_CL=4,num_HL=4,opt_lr=0.0001,opt_w_2023-09-16_22-50-54"
84,-13.9780545856691,3.307569026947021,True,1,d5150592,2023-09-16_22-51-01,1694904661,3.307569026947021,92805,84233402a856,172.17.0.2,3.307569026947021,1,6,8,238,0.43816172626970956,5,3,0.00015591421043476992,6.484625711640878e-07,15,138,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_d5150592_85_down_HL=6,kernel_size=8,latent_dim=238,model_lamda=0.4382,num_CL=5,num_HL=3,opt_lr=0.0002,opt_wd_2023-09-16_22-50-57"
85,0.6832203389830509,1560.3915588855743,False,1,6060ccf9,2023-09-16_23-17-01,1694906221,1560.3915588855743,92805,84233402a856,172.17.0.2,1560.3915588855743,1,9,5,130,0.17774058226821887,7,2,0.000502751793162121,7.760018733030862e-07,9,49,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_6060ccf9_86_down_HL=9,kernel_size=5,latent_dim=130,model_lamda=0.1777,num_CL=7,num_HL=2,opt_lr=0.0005,opt_wd_2023-09-16_22-51-01"
86,-10.302497465178448,2.9963417053222656,True,1,ea055e93,2023-09-16_23-17-04,1694906224,2.9963417053222656,92805,84233402a856,172.17.0.2,2.9963417053222656,1,7,3,305,1.091996868530646,6,3,3.7605944185720226e-05,5.931134896522425e-07,21,65,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_ea055e93_87_down_HL=7,kernel_size=3,latent_dim=305,model_lamda=1.0920,num_CL=6,num_HL=3,opt_lr=0.0000,opt_wd_2023-09-16_23-17-01"
87,0.7399152542372881,762.6149413585663,False,1,6205459f,2023-09-16_23-29-47,1694906987,762.6149413585663,92805,84233402a856,172.17.0.2,762.6149413585663,1,19,2,98,1.1964647226092375,4,2,2.7288032998726063e-05,2.7964046772865616e-07,9,117,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_6205459f_88_down_HL=19,kernel_size=2,latent_dim=98,model_lamda=1.1965,num_CL=4,num_HL=2,opt_lr=0.0000,opt_wd_2023-09-16_23-17-04"
88,-16.670138612999047,3.0875906944274902,True,1,e30f4a44,2023-09-16_23-29-51,1694906991,3.0875906944274902,92805,84233402a856,172.17.0.2,3.0875906944274902,1,19,7,116,1.2873079632841438,2,6,2.669930721888244e-05,3.610970092234916e-07,4,118,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_e30f4a44_89_down_HL=19,kernel_size=7,latent_dim=116,model_lamda=1.2873,num_CL=2,num_HL=6,opt_lr=0.0000,opt_w_2023-09-16_23-29-47"
89,-15.031900250583972,3.168263435363769,True,1,acf485ab,2023-09-16_23-29-54,1694906994,3.168263435363769,92805,84233402a856,172.17.0.2,3.168263435363769,1,18,4,48,1.8305551399131386,4,3,5.13591380373624e-06,2.8013303769125905e-07,6,148,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_acf485ab_90_down_HL=18,kernel_size=4,latent_dim=48,model_lamda=1.8306,num_CL=4,num_HL=3,opt_lr=0.0000,opt_wd_2023-09-16_23-29-51"
90,-15.722229465445013,3.1466572284698486,True,1,13e6c281,2023-09-16_23-29-57,1694906997,3.1466572284698486,92805,84233402a856,172.17.0.2,3.1466572284698486,1,17,6,100,1.1960203090232218,3,4,1.2774181300643953e-05,3.258388238826364e-07,5,133,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_13e6c281_91_down_HL=17,kernel_size=6,latent_dim=100,model_lamda=1.1960,num_CL=3,num_HL=4,opt_lr=0.0000,opt_w_2023-09-16_23-29-54"
91,-11.44531159346722,2.5051488876342773,True,1,7aaf5a50,2023-09-16_23-30-00,1694907000,2.5051488876342773,92805,84233402a856,172.17.0.2,2.5051488876342773,1,17,3,18,1.4169643097389306,2,5,9.197396207491371e-06,2.422168257804925e-07,3,105,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_7aaf5a50_92_down_HL=17,kernel_size=3,latent_dim=18,model_lamda=1.4170,num_CL=2,num_HL=5,opt_lr=0.0000,opt_wd_2023-09-16_23-29-57"
92,0.6984745762711865,6915.024485111237,False,1,1447342b,2023-09-17_01-25-15,1694913915,6915.024485111237,92805,84233402a856,172.17.0.2,6915.024485111237,1,15,5,76,1.550136226107584,4,2,5.771022568770986e-05,1.9413487566159958e-07,8,142,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_1447342b_93_down_HL=15,kernel_size=5,latent_dim=76,model_lamda=1.5501,num_CL=4,num_HL=2,opt_lr=0.0001,opt_wd_2023-09-16_23-30-00"
93,-15.357946808552285,2.82918381690979,True,1,4301d690,2023-09-16_23-33-24,1694907204,2.82918381690979,66777,84233402a856,172.17.0.2,2.82918381690979,1,10,3,164,1.7023474443876636,7,3,2.0266197083644098e-05,4.111109332509112e-07,10,72,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_4301d690_94_down_HL=10,kernel_size=3,latent_dim=164,model_lamda=1.7023,num_CL=7,num_HL=3,opt_lr=0.0000,opt_w_2023-09-16_23-33-22"
94,0.7146610169491525,39064.91794610024,False,1,4a65d8e7,2023-09-17_10-24-30,1694946270,39064.91794610024,66777,84233402a856,172.17.0.2,39064.91794610024,1,8,2,187,1.1877123698678322,6,2,1.715340924852467e-05,5.055721617364845e-07,15,100,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_4a65d8e7_95_down_HL=8,kernel_size=2,latent_dim=187,model_lamda=1.1877,num_CL=6,num_HL=2,opt_lr=0.0000,opt_wd_2023-09-16_23-33-25"
95,-10.238016532852544,3.09520959854126,True,1,04929333,2023-09-17_00-02-06,1694908926,3.09520959854126,94014,84233402a856,172.17.0.2,3.09520959854126,1,5,3,201,1.489122381049853,3,4,3.6312916779193963e-06,4.376907251638777e-07,17,59,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_04929333_96_down_HL=5,kernel_size=3,latent_dim=201,model_lamda=1.4891,num_CL=3,num_HL=4,opt_lr=0.0000,opt_wd_2023-09-17_00-02-03"
96,0.687542372881356,9567.254493236542,False,1,19a92b68,2023-09-17_02-41-34,1694918494,9567.254493236542,94014,84233402a856,172.17.0.2,9567.254493236542,1,9,4,135,1.382420390229857,7,2,2.7360608502687656e-05,9.632105763204725e-08,20,81,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_19a92b68_97_down_HL=9,kernel_size=4,latent_dim=135,model_lamda=1.3824,num_CL=7,num_HL=2,opt_lr=0.0000,opt_wd_2023-09-17_00-02-06"
97,-16.34695622443228,3.479060173034668,True,1,b99c0873,2023-09-17_00-27-05,1694910425,3.479060173034668,88684,84233402a856,172.17.0.2,3.479060173034668,1,13,2,145,1.102148857214006,6,3,3.44897480978137e-05,5.180589993989131e-07,24,91,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_b99c0873_98_down_HL=13,kernel_size=2,latent_dim=145,model_lamda=1.1021,num_CL=6,num_HL=3,opt_lr=0.0000,opt_w_2023-09-17_00-27-02"
98,0.7342372881355932,1366.4830977916718,False,1,15ec6f9a,2023-09-17_00-49-52,1694911792,1366.4830977916718,88684,84233402a856,172.17.0.2,1366.4830977916718,1,11,3,162,1.012713899882708,3,2,7.896177797960887e-05,5.497840089457297e-07,12,110,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_15ec6f9a_99_down_HL=11,kernel_size=3,latent_dim=162,model_lamda=1.0127,num_CL=3,num_HL=2,opt_lr=0.0001,opt_w_2023-09-17_00-27-05"
99,-15.030615377363546,3.4199583530426025,True,1,2d8e9558,2023-09-17_00-49-56,1694911796,3.4199583530426025,88684,84233402a856,172.17.0.2,3.4199583530426025,1,7,4,172,0.8302754100933276,2,8,0.0002453756164909349,1.3360721191315238e-07,18,84,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_2d8e9558_100_down_HL=7,kernel_size=4,latent_dim=172,model_lamda=0.8303,num_CL=2,num_HL=8,opt_lr=0.0002,opt_w_2023-09-17_00-49-52"
100,-19.78478702117249,3.5044074058532715,True,1,25b7c724,2023-09-17_00-49-59,1694911799,3.5044074058532715,88684,84233402a856,172.17.0.2,3.5044074058532715,1,8,2,33,1.6508333090394576,4,5,4.499473511184456e-05,3.0310430553051924e-07,13,69,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_25b7c724_101_down_HL=8,kernel_size=2,latent_dim=33,model_lamda=1.6508,num_CL=4,num_HL=5,opt_lr=0.0000,opt_wd_2023-09-17_00-49-56"
101,0.7287288135593221,8054.457474470139,False,1,90b641cd,2023-09-17_03-04-14,1694919854,8054.457474470139,88684,84233402a856,172.17.0.2,8054.457474470139,1,10,2,156,1.8246795259282633,6,2,0.00010361416216168005,2.664118780374193e-07,25,78,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_90b641cd_102_down_HL=10,kernel_size=2,latent_dim=156,model_lamda=1.8247,num_CL=6,num_HL=2,opt_lr=0.0001,opt__2023-09-17_00-49-59"
102,-18.912927800045125,2.9742536544799805,True,1,b35ee953,2023-09-17_01-25-18,1694913918,2.9742536544799805,92805,84233402a856,172.17.0.2,2.9742536544799805,1,12,3,114,0.9556963252760963,4,4,2.3529107244876877e-05,2.0860380119983934e-07,27,73,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_b35ee953_103_down_HL=12,kernel_size=3,latent_dim=114,model_lamda=0.9557,num_CL=4,num_HL=4,opt_lr=0.0000,opt__2023-09-17_01-25-15"
103,-10.728204059139555,2.84899640083313,True,1,ee352a05,2023-09-17_01-25-21,1694913921,2.84899640083313,92805,84233402a856,172.17.0.2,2.84899640083313,1,6,3,147,1.5940098887107723,7,7,8.550045230022132e-06,6.03977625984697e-08,16,104,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_ee352a05_104_down_HL=6,kernel_size=3,latent_dim=147,model_lamda=1.5940,num_CL=7,num_HL=7,opt_lr=0.0000,opt_w_2023-09-17_01-25-18"
104,-17.12779876652298,3.050343513488769,True,1,4b66831c,2023-09-17_01-25-25,1694913925,3.050343513488769,92805,84233402a856,172.17.0.2,3.050343513488769,1,9,4,70,1.2337482702485283,4,3,0.0008235655378018632,1.623511978385748e-07,18,127,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_4b66831c_105_down_HL=9,kernel_size=4,latent_dim=70,model_lamda=1.2337,num_CL=4,num_HL=3,opt_lr=0.0008,opt_wd_2023-09-17_01-25-22"
105,0.6458474576271186,40454.96793460846,True,1,06ba914f,2023-09-17_12-39-40,1694954380,40454.96793460846,92805,84233402a856,172.17.0.2,40454.96793460846,1,14,2,131,1.2973009834948628,5,2,6.666428408166692e-06,3.699475175928152e-07,12,39,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_06ba914f_106_down_HL=14,kernel_size=2,latent_dim=131,model_lamda=1.2973,num_CL=5,num_HL=2,opt_lr=0.0000,opt__2023-09-17_01-25-25"
106,-13.55259741913105,3.210059404373169,True,1,7a90860b,2023-09-17_01-30-52,1694914252,3.210059404373169,87291,84233402a856,172.17.0.2,3.210059404373169,1,16,3,216,0.8877104217516394,6,3,0.0003306246972119207,2.477448689863066e-07,11,87,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_7a90860b_107_down_HL=16,kernel_size=3,latent_dim=216,model_lamda=0.8877,num_CL=6,num_HL=3,opt_lr=0.0003,opt__2023-09-17_01-30-49"
107,0.673728813559322,1762.089940071106,False,1,d6ea71c0,2023-09-17_02-00-14,1694916014,1762.089940071106,87291,84233402a856,172.17.0.2,1762.089940071106,1,7,4,180,0.8216767411525094,3,2,0.00039060391710393603,3.4448352199613244e-07,19,32,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_d6ea71c0_108_down_HL=7,kernel_size=4,latent_dim=180,model_lamda=0.8217,num_CL=3,num_HL=2,opt_lr=0.0004,opt_w_2023-09-17_01-30-52"
