,score,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/batch_size,config/down_HL,config/latent_dim,config/num_HL,config/opt_lr,config/opt_wd,config/size_HL,logdir
0,-0.1,3.225461959838867,False,1,8d930e7b,2023-10-11_19-49-16,1697053756,3.225461959838867,41354,c8afe81c666d,172.17.0.3,3.225461959838867,1,256,16,25,7,3.104815667351509e-05,1.4404818078487003e-06,56,"/home/darlinne.soto/ray_results/tae_realworld_thigh_p25/my_objective_function_8d930e7b_1_batch_size=256,down_HL=16,latent_dim=25,num_HL=7,opt_lr=0.0000,opt_wd=0.0000,size_HL=56_2023-10-11_19-49-01"
1,-0.1,3.0907044410705566,False,1,3957d274,2023-10-11_19-49-19,1697053759,3.0907044410705566,41354,c8afe81c666d,172.17.0.3,3.0907044410705566,1,64,6,71,3,3.4071996479849725e-05,8.88740531288238e-07,164,"/home/darlinne.soto/ray_results/tae_realworld_thigh_p25/my_objective_function_3957d274_2_batch_size=64,down_HL=6,latent_dim=71,num_HL=3,opt_lr=0.0000,opt_wd=0.0000,size_HL=164_2023-10-11_19-49-13"
2,-0.1,2.831461906433105,False,1,78a56ba1,2023-10-11_19-49-22,1697053762,2.831461906433105,41354,c8afe81c666d,172.17.0.3,2.831461906433105,1,64,14,62,3,0.00039483387825489907,1.0963700439850778e-06,144,"/home/darlinne.soto/ray_results/tae_realworld_thigh_p25/my_objective_function_78a56ba1_3_batch_size=64,down_HL=14,latent_dim=62,num_HL=3,opt_lr=0.0004,opt_wd=0.0000,size_HL=144_2023-10-11_19-49-16"
3,-0.1,3.0221962928771973,False,1,3e966323,2023-10-11_19-49-25,1697053765,3.0221962928771973,41354,c8afe81c666d,172.17.0.3,3.0221962928771973,1,256,16,42,3,3.333176599399097e-05,9.64979781448452e-06,150,"/home/darlinne.soto/ray_results/tae_realworld_thigh_p25/my_objective_function_3e966323_4_batch_size=256,down_HL=16,latent_dim=42,num_HL=3,opt_lr=0.0000,opt_wd=0.0000,size_HL=150_2023-10-11_19-49-20"
4,-0.1,2.9917688369750977,False,1,44ec26f6,2023-10-11_19-49-29,1697053769,2.9917688369750977,41354,c8afe81c666d,172.17.0.3,2.9917688369750977,1,64,15,49,6,9.876178290882135e-05,2.805610600419464e-06,37,"/home/darlinne.soto/ray_results/tae_realworld_thigh_p25/my_objective_function_44ec26f6_5_batch_size=64,down_HL=15,latent_dim=49,num_HL=6,opt_lr=0.0001,opt_wd=0.0000,size_HL=37_2023-10-11_19-49-22"
5,-0.1,2.632822275161743,False,1,bfc202b8,2023-10-11_19-49-31,1697053771,2.632822275161743,41354,c8afe81c666d,172.17.0.3,2.632822275161743,1,64,14,35,3,6.534856619889528e-05,9.959244102888358e-06,373,"/home/darlinne.soto/ray_results/tae_realworld_thigh_p25/my_objective_function_bfc202b8_6_batch_size=64,down_HL=14,latent_dim=35,num_HL=3,opt_lr=0.0001,opt_wd=0.0000,size_HL=373_2023-10-11_19-49-26"
6,-0.1,2.988056898117065,False,1,00d9e1d4,2023-10-11_19-49-34,1697053774,2.988056898117065,41354,c8afe81c666d,172.17.0.3,2.988056898117065,1,256,16,80,4,0.00018038053482512302,3.2896691253418135e-06,255,"/home/darlinne.soto/ray_results/tae_realworld_thigh_p25/my_objective_function_00d9e1d4_7_batch_size=256,down_HL=16,latent_dim=80,num_HL=4,opt_lr=0.0002,opt_wd=0.0000,size_HL=255_2023-10-11_19-49-29"
7,-0.1,3.8853602409362793,False,1,89897821,2023-10-11_19-49-48,1697053788,3.8853602409362793,46380,c8afe81c666d,172.17.0.3,3.8853602409362793,1,64,13,3,3,0.0005503180845284688,1.67761727447999e-06,165,"/home/darlinne.soto/ray_results/tae_realworld_thigh_p25/my_objective_function_89897821_9_batch_size=64,down_HL=13,latent_dim=3,num_HL=3,opt_lr=0.0006,opt_wd=0.0000,size_HL=165_2023-10-11_19-49-34"
8,-0.1,2.933596611022949,False,1,e62f8c91,2023-10-11_19-49-51,1697053791,2.933596611022949,46380,c8afe81c666d,172.17.0.3,2.933596611022949,1,64,12,46,6,4.687744848169911e-05,8.464764321493788e-06,360,"/home/darlinne.soto/ray_results/tae_realworld_thigh_p25/my_objective_function_e62f8c91_10_batch_size=64,down_HL=12,latent_dim=46,num_HL=6,opt_lr=0.0000,opt_wd=0.0000,size_HL=360_2023-10-11_19-49-45"
9,-0.1,2.998940706253052,False,1,5d87b691,2023-10-11_19-49-55,1697053795,2.998940706253052,46380,c8afe81c666d,172.17.0.3,2.998940706253052,1,256,17,12,8,4.7543952334652166e-05,1.6435683336692255e-06,214,"/home/darlinne.soto/ray_results/tae_realworld_thigh_p25/my_objective_function_5d87b691_11_batch_size=256,down_HL=17,latent_dim=12,num_HL=8,opt_lr=0.0000,opt_wd=0.0000,size_HL=214_2023-10-11_19-49-49"
