,score,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/batch_size,config/num_HL,config/down_HL,config/size_HL,config/latent_dim,config/opt_lr,config/opt_wd,logdir
42,-0.1,1696539736,False,1,e122997a,2023-10-05_21-02-16,0.5255496501922607,0.5255496501922607,403,516b0028877c,172.17.0.2,0.5255496501922607,1,,256,3,8,150,43,0.00030200450184510706,9.985207835939816e-06,e122997a
43,0.5823943661971831,1696540923,False,1,f75a02db,2023-10-05_21-22-03,1187.3287546634674,1187.3287546634674,403,516b0028877c,172.17.0.2,1187.3287546634674,1,,256,2,10,191,20,0.00024297431538166075,2.781618510990193e-06,f75a02db
44,-0.1,1696539827,False,1,30f7e3ef,2023-10-05_21-03-47,0.5045053958892822,0.5045053958892822,503,516b0028877c,172.17.0.2,0.5045053958892822,1,,256,3,13,123,32,0.0009635323131990495,7.272637169192244e-06,30f7e3ef
45,-0.1,1696539827,False,1,b2885fd5,2023-10-05_21-03-47,0.5361826419830322,0.5361826419830322,503,516b0028877c,172.17.0.2,0.5361826419830322,1,,256,4,11,150,28,0.0004045946092326779,5.966454296540572e-06,b2885fd5
46,0.5598591549295774,1696541045,False,1,9b336904,2023-10-05_21-24-05,1217.2182114124298,1217.2182114124298,503,516b0028877c,172.17.0.2,1217.2182114124298,1,,256,2,8,48,17,0.00019162748675566693,4.430864089886776e-06,9b336904
47,-0.1,1696540324,False,1,cdb44b6f,2023-10-05_21-12-04,0.48206186294555664,0.48206186294555664,302,516b0028877c,172.17.0.2,0.48206186294555664,1,,128,4,14,229,9,0.0006121214160937057,3.3052985256725454e-06,cdb44b6f
48,0.4800469483568076,1696540639,False,1,34817dd8,2023-10-05_21-17-19,314.8221814632416,314.8221814632416,302,516b0028877c,172.17.0.2,314.8221814632416,1,,256,2,16,20,50,0.0007715920912112713,2.3800729918967236e-06,34817dd8
49,-0.1,1696540640,False,1,557f2a25,2023-10-05_21-17-20,0.5417752265930176,0.5417752265930176,302,516b0028877c,172.17.0.2,0.5417752265930176,1,,128,3,13,94,57,0.000450260467385145,1.828301855353125e-06,557f2a25
50,-0.1,1696540640,False,1,2687b387,2023-10-05_21-17-20,0.49729275703430176,0.49729275703430176,302,516b0028877c,172.17.0.2,0.49729275703430176,1,,128,4,10,120,37,0.0003333501230185128,7.254965480720903e-06,2687b387
51,-0.1,1696540641,False,1,f97a78e5,2023-10-05_21-17-21,0.47710442543029785,0.47710442543029785,302,516b0028877c,172.17.0.2,0.47710442543029785,1,,256,3,7,166,22,0.00016139074202961863,9.004953337994719e-06,f97a78e5
52,0.6025821596244131,1696541558,False,1,8099d8d0,2023-10-05_21-32-38,916.8104364871979,916.8104364871979,302,516b0028877c,172.17.0.2,916.8104364871979,1,,128,2,9,269,43,0.00012722768323153368,6.413213238186657e-06,8099d8d0
53,0.6314553990610328,1696542044,False,1,67b2a2f9,2023-10-05_21-40-44,1120.8842949867249,1120.8842949867249,403,516b0028877c,172.17.0.2,1120.8842949867249,1,,256,2,12,200,14,0.0002365275818533833,7.831664166496422e-07,67b2a2f9
54,-0.1,1696541045,False,1,5463f4a6,2023-10-05_21-24-05,0.571382999420166,0.571382999420166,503,516b0028877c,172.17.0.2,0.571382999420166,1,,128,3,6,49,7,0.0005967331715414885,6.855782474158651e-06,5463f4a6
55,-0.1,1696541046,False,1,b44ab0c3,2023-10-05_21-24-06,0.5743958950042725,0.5743958950042725,503,516b0028877c,172.17.0.2,0.5743958950042725,1,,256,7,16,174,84,0.00039066237528828776,5.201282292723649e-06,b44ab0c3
56,-0.1,1696541047,False,1,b9cd3919,2023-10-05_21-24-07,0.5663306713104248,0.5663306713104248,503,516b0028877c,172.17.0.2,0.5663306713104248,1,,128,8,10,78,34,0.0002718102711565569,3.677283170672223e-06,b9cd3919
57,-0.1,1696541047,False,1,2f6cd923,2023-10-05_21-24-07,0.5708057880401611,0.5708057880401611,503,516b0028877c,172.17.0.2,0.5708057880401611,1,,64,4,11,154,71,0.0008489162651137874,8.3852254465598e-06,2f6cd923
58,0.5469483568075116,1696541724,False,1,d1301837,2023-10-05_21-35-24,676.80326628685,676.80326628685,503,516b0028877c,172.17.0.2,676.80326628685,1,,256,2,2,138,61,0.0007050523236138094,7.673388443796859e-06,d1301837
59,-0.1,1696541437,False,1,415090e6,2023-10-05_21-30-37,0.5870921611785889,0.5870921611785889,371,516b0028877c,172.17.0.2,0.5870921611785889,1,,128,5,5,33,42,0.00010573035149938456,2.8762930053983277e-06,415090e6
60,-0.1,1696541438,False,1,5b780867,2023-10-05_21-30-38,0.6368916034698486,0.6368916034698486,371,516b0028877c,172.17.0.2,0.6368916034698486,1,,256,3,13,111,28,0.0005366663677769349,5.7945579927514136e-06,5b780867
61,-0.1,1696541438,False,1,7c5e6104,2023-10-05_21-30-38,0.5494580268859863,0.5494580268859863,371,516b0028877c,172.17.0.2,0.5494580268859863,1,,128,6,4,21,53,0.00018031798165352603,1.764139158872254e-06,7c5e6104
62,-0.1,1696541439,False,1,427d130b,2023-10-05_21-30-39,0.5409605503082275,0.5409605503082275,371,516b0028877c,172.17.0.2,0.5409605503082275,1,,64,4,8,203,80,0.00012398560644388118,9.649192828380584e-06,427d130b
63,0.4636150234741784,1696541541,False,1,a08784fe,2023-10-05_21-32-21,102.1568717956543,102.1568717956543,371,516b0028877c,172.17.0.2,102.1568717956543,1,,32,2,7,270,12,0.0009765747979186019,4.091942819694153e-06,a08784fe
64,-0.1,1696541542,False,1,615655ac,2023-10-05_21-32-22,0.5546422004699707,0.5546422004699707,371,516b0028877c,172.17.0.2,0.5546422004699707,1,,128,7,14,95,39,0.0003632797052972069,2.4186553174950254e-06,615655ac
65,0.5999999999999999,1696541963,False,1,75045f9f,2023-10-05_21-39-23,421.5592131614685,421.5592131614685,371,516b0028877c,172.17.0.2,421.5592131614685,1,,128,2,9,329,16,0.00028840572021529906,4.885722881368797e-06,75045f9f
66,0.6220657276995306,1696542355,False,1,cd27e5b1,2023-10-05_21-45-55,796.9900691509247,796.9900691509247,302,516b0028877c,172.17.0.2,796.9900691509247,1,,128,2,6,275,44,0.00012890452781791836,6.355092720057252e-06,cd27e5b1
67,-0.1,1696541725,False,1,26a18617,2023-10-05_21-35-25,0.5778493881225586,0.5778493881225586,503,516b0028877c,172.17.0.2,0.5778493881225586,1,,128,3,9,247,48,5.646064685757218e-05,6.6751877011392465e-06,26a18617
68,0.555868544600939,1696542346,False,1,c3724c99,2023-10-05_21-45-46,621.2270858287811,621.2270858287811,503,516b0028877c,172.17.0.2,621.2270858287811,1,,128,2,11,315,60,0.0002057054408557828,4.468524484314103e-06,c3724c99
69,0.5915492957746479,1696542827,False,1,230e90c7,2023-10-05_21-53-47,863.8566474914551,863.8566474914551,371,516b0028877c,172.17.0.2,863.8566474914551,1,,128,2,9,309,65,8.181042894315815e-05,7.781866089547162e-06,230e90c7
70,-0.1,1696542045,True,1,3cac51aa,2023-10-05_21-40-45,0.5367705821990967,0.5367705821990967,403,516b0028877c,172.17.0.2,0.5367705821990967,1,,256,3,12,224,23,0.0002486116220355207,8.167297888715684e-07,3cac51aa
71,0.5753521126760563,1696543685,False,1,ed09c153,2023-10-05_22-08-05,1640.1700744628906,1640.1700744628906,403,516b0028877c,172.17.0.2,1640.1700744628906,1,,256,2,12,237,51,0.00013444615439220123,8.726817747803038e-06,ed09c153
72,-0.1,1696542347,True,1,60d48992,2023-10-05_21-45-47,0.5691165924072266,0.5691165924072266,503,516b0028877c,172.17.0.2,0.5691165924072266,1,,256,3,13,259,2,0.00021893089211963472,9.265251621785789e-06,60d48992
73,0.6291079812206573,1696544248,False,1,1654bc82,2023-10-05_22-17-28,1901.1030123233795,1901.1030123233795,503,516b0028877c,172.17.0.2,1901.1030123233795,1,,256,2,10,199,45,0.00011078385956870151,9.978582661996859e-06,1654bc82
74,-0.1,1696542355,True,1,11a16590,2023-10-05_21-45-55,0.547041654586792,0.547041654586792,302,516b0028877c,172.17.0.2,0.547041654586792,1,,256,3,3,292,54,8.933495372865604e-05,7.049425098356768e-06,11a16590
75,0.5981220657276995,1696543749,False,1,6ff9ef84,2023-10-05_22-09-09,1389.2346940040588,1389.2346940040588,302,516b0028877c,172.17.0.2,1389.2346940040588,1,,256,2,16,272,30,0.0001792091540282786,8.1257597787469e-06,6ff9ef84
76,0.5673708920187792,1696545161,False,1,5833e40f,2023-10-05_22-32-41,2333.674871444702,2333.674871444702,371,516b0028877c,172.17.0.2,2333.674871444702,1,,256,2,6,281,73,7.03361125305571e-05,5.4168388839458835e-06,5833e40f
77,-0.1,1696543689,True,1,aedfe6b4,2023-10-05_22-08-09,3.345109224319458,3.345109224319458,403,516b0028877c,172.17.0.2,3.345109224319458,1,,256,3,5,340,69,0.0001445066135235509,7.4820113711816745e-06,aedfe6b4
78,0.5661971830985916,1696543961,False,1,eb0bd48a,2023-10-05_22-12-41,260.07710242271423,260.07710242271423,403,516b0028877c,172.17.0.2,260.07710242271423,1,,64,2,18,176,35,0.0004413276092604322,6.230347820183808e-06,eb0bd48a
79,-0.1,1696543750,True,1,19aae043,2023-10-05_22-09-10,0.5413873195648193,0.5413873195648193,302,516b0028877c,172.17.0.2,0.5413873195648193,1,,32,4,2,218,57,0.00032831864525211993,5.81548514170772e-07,19aae043
80,-0.1,1696543750,True,1,46bd3b78,2023-10-05_22-09-10,0.5446419715881348,0.5446419715881348,302,516b0028877c,172.17.0.2,0.5446419715881348,1,,256,3,4,158,46,0.00024292651390992367,6.5224308382292315e-06,46bd3b78
81,-0.1,1696543752,True,1,fa63a8d2,2023-10-05_22-09-12,0.5518662929534912,0.5518662929534912,302,516b0028877c,172.17.0.2,0.5518662929534912,1,,256,4,12,307,32,0.00017053434889469955,2.9210927351643514e-08,fa63a8d2
82,0.6039906103286385,1696544483,False,1,417e992b,2023-10-05_22-21-23,731.3407211303711,731.3407211303711,302,516b0028877c,172.17.0.2,731.3407211303711,1,,256,2,8,131,39,0.0005215846939288368,8.815670769602691e-06,417e992b
83,-0.1,1696543961,True,1,d671e5d0,2023-10-05_22-12-41,0.525385856628418,0.525385856628418,403,516b0028877c,172.17.0.2,0.525385856628418,1,,64,3,15,250,19,4.714680679132088e-05,8.460677377414106e-06,d671e5d0
84,-0.1,1696543962,True,1,fb2366fe,2023-10-05_22-12-42,0.5803892612457275,0.5803892612457275,403,516b0028877c,172.17.0.2,0.5803892612457275,1,,32,6,11,203,5,0.00011202491326491066,8.118775527231515e-06,fb2366fe
85,-0.1,1696543962,True,1,0ca63888,2023-10-05_22-12-42,0.575098991394043,0.575098991394043,403,516b0028877c,172.17.0.2,0.575098991394043,1,,256,5,7,231,27,9.208274126222493e-05,1.1358399291187014e-06,0ca63888
86,0.6140845070422536,1696545608,False,1,c6358a11,2023-10-05_22-40-08,1645.3703196048737,1645.3703196048737,403,516b0028877c,172.17.0.2,1645.3703196048737,1,,256,2,10,358,13,3.535638436612553e-05,9.49297970428516e-06,c6358a11
87,-0.1,1696544248,True,1,4a7a7fa0,2023-10-05_22-17-28,0.5085775852203369,0.5085775852203369,503,516b0028877c,172.17.0.2,0.5085775852203369,1,,256,3,13,201,24,5.9312907780311666e-05,9.687784609002791e-06,4a7a7fa0
88,-0.1,1696544249,True,1,a4afc94e,2023-10-05_22-17-29,0.5346746444702148,0.5346746444702148,503,516b0028877c,172.17.0.2,0.5346746444702148,1,,256,8,14,137,76,0.0001133296584307833,9.884332556929344e-06,a4afc94e
89,0.5758215962441315,1696545485,False,1,9123bd95,2023-10-05_22-38-05,1235.7340977191925,1235.7340977191925,503,516b0028877c,172.17.0.2,1235.7340977191925,1,,256,2,10,189,59,0.00020126782258273056,9.467607684657963e-06,9123bd95
90,-0.1,1696544488,True,1,43423d2f,2023-10-05_22-21-28,0.5424742698669434,0.5424742698669434,302,516b0028877c,172.17.0.2,0.5424742698669434,1,,256,3,11,111,41,0.0007397988664620772,9.273914734929757e-06,43423d2f
91,-0.1,1696544488,True,1,60fa6363,2023-10-05_22-21-28,0.4814720153808594,0.4814720153808594,302,516b0028877c,172.17.0.2,0.4814720153808594,1,,256,4,12,179,37,0.00027353799256410645,1.6352250846931406e-06,60fa6363
92,0.5948356807511738,1696545204,False,1,cbffaebc,2023-10-05_22-33-24,716.0838778018951,716.0838778018951,302,516b0028877c,172.17.0.2,716.0838778018951,1,,256,2,10,146,45,0.0006230178570029342,9.003782363162023e-06,cbffaebc
93,-0.1,1696545162,True,1,5c71249a,2023-10-05_22-32-42,0.5848493576049805,0.5848493576049805,371,516b0028877c,172.17.0.2,0.5848493576049805,1,,256,5,14,165,63,6.683951637924102e-05,9.851569445002395e-06,5c71249a
94,-0.1,1696545162,True,1,075459a4,2023-10-05_22-32-42,0.7713239192962646,0.7713239192962646,371,516b0028877c,172.17.0.2,0.7713239192962646,1,,256,4,8,197,50,7.982715901167051e-05,3.2044273723591936e-06,075459a4
95,0.5828638497652581,1696546056,False,1,191e8d8d,2023-10-05_22-47-36,888.3262794017792,888.3262794017792,371,516b0028877c,172.17.0.2,888.3262794017792,1,,256,2,15,214,30,0.000377853055949512,2.0902786509983723e-06,191e8d8d
96,-0.1,1696545205,True,1,d3e4a978,2023-10-05_22-33-25,0.5424220561981201,0.5424220561981201,302,516b0028877c,172.17.0.2,0.5424220561981201,1,,64,3,11,251,66,0.00045507789165413016,7.585176345162126e-06,d3e4a978
97,-0.1,1696545206,True,1,2122f633,2023-10-05_22-33-26,0.5305435657501221,0.5305435657501221,302,516b0028877c,172.17.0.2,0.5305435657501221,1,,32,6,13,158,81,0.00014587276663979374,3.815371658532404e-06,2122f633
98,-0.1,1696545208,True,1,a4257a2f,2023-10-05_22-33-28,0.476529598236084,0.476529598236084,302,516b0028877c,172.17.0.2,0.476529598236084,1,,256,3,12,56,48,0.00033364679730106685,3.654327439607139e-07,a4257a2f
99,0.5690140845070422,1696545662,False,1,7d68f3bb,2023-10-05_22-41-02,453.9280529022217,453.9280529022217,302,516b0028877c,172.17.0.2,453.9280529022217,1,,256,2,19,72,55,0.0006776721137129722,6.006919432278522e-06,7d68f3bb
100,0.552112676056338,1696546371,False,1,bad6dfba,2023-10-05_22-52-51,886.1934807300568,886.1934807300568,503,516b0028877c,172.17.0.2,886.1934807300568,1,,256,2,7,84,52,0.00016029861747669346,3.454669565696796e-06,bad6dfba
101,-0.1,1696545609,True,1,1711b4a3,2023-10-05_22-40-09,0.8061227798461914,0.8061227798461914,403,516b0028877c,172.17.0.2,0.8061227798461914,1,,64,3,9,208,10,0.0008616456048462605,2.513569205392276e-06,1711b4a3
102,-0.1,1696545609,True,1,2c438b6c,2023-10-05_22-40-09,0.7132086753845215,0.7132086753845215,403,516b0028877c,172.17.0.2,0.7132086753845215,1,,32,5,15,185,40,0.00022470422362970926,8.651543291130951e-06,2c438b6c
103,-0.1,1696545610,True,1,0c88ef3e,2023-10-05_22-40-10,0.6434326171875,0.6434326171875,403,516b0028877c,172.17.0.2,0.6434326171875,1,,256,4,17,104,15,0.0002651507035728908,8.228485432005697e-06,0c88ef3e
104,-0.1,1696545611,True,1,001b0bcd,2023-10-05_22-40-11,0.5932071208953857,0.5932071208953857,403,516b0028877c,172.17.0.2,0.5932071208953857,1,,256,7,14,117,34,4.7620860269998434e-05,6.892699416089451e-06,001b0bcd
105,0.6150234741784038,1696546866,False,1,0ab316cd,2023-10-05_23-01-06,1255.099796295166,1255.099796295166,403,516b0028877c,172.17.0.2,1255.099796295166,1,,256,2,10,260,18,0.00010105431674291381,3.0071829795289246e-06,0ab316cd
106,-0.1,1696545663,True,1,5de2654c,2023-10-05_22-41-03,0.5425188541412354,0.5425188541412354,302,516b0028877c,172.17.0.2,0.5425188541412354,1,,256,3,16,195,22,0.0004899299923366155,5.240144643512739e-06,5de2654c
107,-0.1,1696545663,True,1,fe384b87,2023-10-05_22-41-03,0.6726174354553223,0.6726174354553223,302,516b0028877c,172.17.0.2,0.6726174354553223,1,,64,8,8,96,7,7.737083928422656e-05,5.638919742539996e-06,fe384b87
108,0.4788732394366197,1696545898,True,1,6abff675,2023-10-05_22-44-58,234.1813943386078,234.1813943386078,302,516b0028877c,172.17.0.2,234.1813943386078,1,,32,2,11,241,25,0.0009194721051882466,4.440910488357814e-06,6abff675
109,0.6079812206572769,1696546676,False,1,052a74fa,2023-10-05_22-57-56,778.807121515274,778.807121515274,302,516b0028877c,172.17.0.2,778.807121515274,1,,256,2,13,223,37,0.0003060989180529802,7.112868785711558e-06,052a74fa
110,-0.1,1696546057,True,1,c2ce376b,2023-10-05_22-47-37,0.5553274154663086,0.5553274154663086,371,516b0028877c,172.17.0.2,0.5553274154663086,1,,256,3,9,132,69,3.341020452577028e-05,1.1117609412977517e-06,c2ce376b
111,0.5985915492957746,1696548007,False,1,995ec9d6,2023-10-05_23-20-07,1950.3930051326752,1950.3930051326752,371,516b0028877c,172.17.0.2,1950.3930051326752,1,,256,2,16,175,30,5.4605418076222835e-05,7.398189848742116e-06,995ec9d6
112,-0.1,1696546371,True,1,fec69e45,2023-10-05_22-52-51,0.57027268409729,0.57027268409729,503,516b0028877c,172.17.0.2,0.57027268409729,1,,64,4,12,234,2,1.9193988929423046e-05,8.889799759508885e-06,fec69e45
