,score,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/down_HL,config/kernel_size,config/latent_dim,config/num_CL,config/num_HL,config/opt_lr,config/size_CL,config/size_HL,logdir
0,-19.905713208802847,4.885629892349243,False,1,2c889081,2023-09-19_16-48-54,1695142134,4.885629892349243,178120,84233402a856,172.17.0.2,4.885629892349243,1,12,4,11,2,5,0.0003565699253994164,16,92,"/home/darlinne.soto/ray_results/convtae_uci_percent75/my_objective_function_2c889081_1_down_HL=12,kernel_size=4,latent_dim=11,num_CL=2,num_HL=5,opt_lr=0.0004,size_CL=16,size_HL=92_2023-09-19_16-48-33"
1,-12.50099049407602,1.0040667057037354,False,1,1da777a8,2023-09-19_16-48-55,1695142135,1.0040667057037354,178120,84233402a856,172.17.0.2,1.0040667057037354,1,19,5,13,5,6,1.5225249878079578e-05,20,118,"/home/darlinne.soto/ray_results/convtae_uci_percent75/my_objective_function_1da777a8_2_down_HL=19,kernel_size=5,latent_dim=13,num_CL=5,num_HL=6,opt_lr=0.0000,size_CL=20,size_HL=118_2023-09-19_16-48-49"
2,-10.51304274446608,1.0599560737609863,False,1,c9fed3d6,2023-09-19_16-48-57,1695142137,1.0599560737609863,178120,84233402a856,172.17.0.2,1.0599560737609863,1,14,5,35,7,6,0.0002407510534270269,21,128,"/home/darlinne.soto/ray_results/convtae_uci_percent75/my_objective_function_c9fed3d6_3_down_HL=14,kernel_size=5,latent_dim=35,num_CL=7,num_HL=6,opt_lr=0.0002,size_CL=21,size_HL=128_2023-09-19_16-48-54"
3,-15.616137428684048,1.0508520603179932,True,1,7656547b,2023-09-19_16-48-58,1695142138,1.0508520603179932,178120,84233402a856,172.17.0.2,1.0508520603179932,1,2,8,3,3,3,0.0004975822932530535,28,109,"/home/darlinne.soto/ray_results/convtae_uci_percent75/my_objective_function_7656547b_4_down_HL=2,kernel_size=8,latent_dim=3,num_CL=3,num_HL=3,opt_lr=0.0005,size_CL=28,size_HL=109_2023-09-19_16-48-56"
4,-12.053188493420825,1.0708622932434082,True,1,4c0bf2fa,2023-09-19_16-48-59,1695142139,1.0708622932434082,178120,84233402a856,172.17.0.2,1.0708622932434082,1,1,5,33,4,5,0.0004339094173163444,13,143,"/home/darlinne.soto/ray_results/convtae_uci_percent75/my_objective_function_4c0bf2fa_5_down_HL=1,kernel_size=5,latent_dim=33,num_CL=4,num_HL=5,opt_lr=0.0004,size_CL=13,size_HL=143_2023-09-19_16-48-57"
5,-11.673577077981028,1.0300276279449463,False,1,b5c65175,2023-09-19_16-49-00,1695142140,1.0300276279449463,178120,84233402a856,172.17.0.2,1.0300276279449463,1,15,8,20,5,7,0.00030355685093242567,10,114,"/home/darlinne.soto/ray_results/convtae_uci_percent75/my_objective_function_b5c65175_6_down_HL=15,kernel_size=8,latent_dim=20,num_CL=5,num_HL=7,opt_lr=0.0003,size_CL=10,size_HL=114_2023-09-19_16-48-58"
6,-12.095474662422117,1.0377888679504397,True,1,a25c1fe1,2023-09-19_16-49-01,1695142141,1.0377888679504397,178120,84233402a856,172.17.0.2,1.0377888679504397,1,17,2,22,6,5,4.374671670920733e-05,17,62,"/home/darlinne.soto/ray_results/convtae_uci_percent75/my_objective_function_a25c1fe1_7_down_HL=17,kernel_size=2,latent_dim=22,num_CL=6,num_HL=5,opt_lr=0.0000,size_CL=17,size_HL=62_2023-09-19_16-48-59"
7,-12.350441001138238,1.202178716659546,True,1,624a5bd1,2023-09-19_16-49-02,1695142142,1.202178716659546,178120,84233402a856,172.17.0.2,1.202178716659546,1,16,5,8,2,7,0.0006085701506334294,25,59,"/home/darlinne.soto/ray_results/convtae_uci_percent75/my_objective_function_624a5bd1_8_down_HL=16,kernel_size=5,latent_dim=8,num_CL=2,num_HL=7,opt_lr=0.0006,size_CL=25,size_HL=59_2023-09-19_16-49-00"
8,-18.000826748780064,1.0877766609191897,True,1,c22a4d53,2023-09-19_16-49-04,1695142144,1.0877766609191897,178120,84233402a856,172.17.0.2,1.0877766609191897,1,4,6,44,4,3,3.50144660390447e-05,14,71,"/home/darlinne.soto/ray_results/convtae_uci_percent75/my_objective_function_c22a4d53_9_down_HL=4,kernel_size=6,latent_dim=44,num_CL=4,num_HL=3,opt_lr=0.0000,size_CL=14,size_HL=71_2023-09-19_16-49-01"
9,0.7379411764705883,444.68759298324585,False,1,654e3536,2023-09-19_16-56-28,1695142588,444.68759298324585,178120,84233402a856,172.17.0.2,444.68759298324585,1,0,8,9,7,5,0.0004386797676133322,27,44,"/home/darlinne.soto/ray_results/convtae_uci_percent75/my_objective_function_654e3536_10_down_HL=0,kernel_size=8,latent_dim=9,num_CL=7,num_HL=5,opt_lr=0.0004,size_CL=27,size_HL=44_2023-09-19_16-49-03"
