trial_id,config,error_type,error_message,error_traceback
8518eb69,"{'batch_size': 128, 'num_HL': 5, 'down_HL': 14, 'size_HL': 270, 'latent_dim': 14, 'opt_lr': 3.106175016457814e-05, 'opt_wd': 1.8804363672872061e-06}",<class 'TypeError'>,string indices must be integers,"  File ""/home/darlinne.soto/new_framework/ray-tune-search/hyperparameters_search.py"", line 119, in my_objective_function
    result = h_search_unit(

  File ""/home/darlinne.soto/new_framework/ray-tune-search/h_search_unit.py"", line 37, in h_search_unit
    score = process_result(experiment_result)[-1]['accuracy']

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/helper.py"", line 50, in process_result
    [x[""accuracy""] for r in report[""results""][""runs""] for x in r[""result""]]

  File ""/home/darlinne.soto/new_framework/ray-tune-search/basic/helper.py"", line 50, in <listcomp>
    [x[""accuracy""] for r in report[""results""][""runs""] for x in r[""result""]]
"
