,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/batch_size,config/kernel,config/latent_dim,config/m_lambda,config/num_CL,config/num_HL,config/opt_lr,config/opt_wd,config/size_CL,logdir,error_type,error_message,error_traceback
0,0.6661971830985915,0.6661971830985915,0.0160862363371002,0.6701998062493228,0.014643369175534,0.6701998062493228,0.014643369175534,0.4014084507042254,0.0,0.3599757598342226,0.0,0.3599757598342226,0.0,0.596244131455399,0.0,0.5953924414269004,0.0,0.5953924414269004,0.0,12218498,12218498,20.505253553390503,False,1,65b80ab9,2023-11-02_00-10-02,1698883802,20.505253553390503,12357,e07af9619d21,172.17.0.5,20.505253553390503,1,128,2,163,2.6080569662263624,2,3,1.7018899628795767e-05,6.689596366056432e-06,7,"/home/darlinne.soto/ray_results/P10_convtae_kuhar_p50/my_objective_function_65b80ab9_1_batch_size=128,kernel=2,latent_dim=163,m_lambda=2.6081,num_CL=2,num_HL=3,opt_lr=0.0000,opt_wd=0.0_2023-11-02_00-09-30",,,
1,0.6791079812206572,0.6791079812206572,0.0103419674985496,0.6808848009671296,0.0099771535779107,0.6808848009671296,0.0099771535779108,0.6197183098591549,0.0,0.6064851274771151,0.0,0.6064851274771151,0.0,0.5516431924882629,0.0,0.5511170924730048,0.0,0.5511170924730048,0.0,33035875,33035875,18.69086456298828,False,1,a9e13634,2023-11-02_00-10-10,1698883810,18.69086456298828,16544,e07af9619d21,172.17.0.5,18.69086456298828,1,128,3,89,0.520597759113716,3,3,1.3381655314507629e-05,3.323784178106826e-06,12,"/home/darlinne.soto/ray_results/P10_convtae_kuhar_p50/my_objective_function_a9e13634_2_batch_size=128,kernel=3,latent_dim=89,m_lambda=0.5206,num_CL=3,num_HL=3,opt_lr=0.0000,opt_wd=0.00_2023-11-02_00-09-41",,,
2,0.531924882629108,0.531924882629108,0.0094598317744647,0.5365010715338624,0.0091713021342658,0.5365010715338624,0.0091713021342658,0.4953051643192488,0.0,0.5020278156395896,0.0,0.5020278156395895,0.0,0.5117370892018779,0.0,0.5028394094292666,0.0,0.5028394094292666,0.0,139849161,139849161,29.900119304656982,True,1,7dfb3c97,2023-11-02_00-10-31,1698883831,29.900119304656982,16666,e07af9619d21,172.17.0.5,29.900119304656982,1,128,3,142,1.0961976518089442,4,4,0.0008972412411202836,8.731128475566684e-06,21,"/home/darlinne.soto/ray_results/P10_convtae_kuhar_p50/my_objective_function_7dfb3c97_3_batch_size=128,kernel=3,latent_dim=142,m_lambda=1.0962,num_CL=4,num_HL=4,opt_lr=0.0009,opt_wd=0.0_2023-11-02_00-09-51",,,
3,0.5035211267605634,0.5035211267605634,0.0111224016342555,0.492452893808429,0.0109286044966587,0.4924528938084291,0.0109286044966587,0.4272300469483568,0.0,0.3879511178278108,0.0,0.3879511178278108,0.0,0.3028169014084507,0.0,0.2632471267391902,0.0,0.2632471267391902,0.0,177042957,177042957,226.01269936561584,True,1,2462b57e,2023-11-02_00-13-48,1698884028,226.01269936561584,12357,e07af9619d21,172.17.0.5,226.01269936561584,1,64,2,15,2.0313267749261517,4,3,9.134675639071676e-05,6.0754612286558645e-06,28,"/home/darlinne.soto/ray_results/P10_convtae_kuhar_p50/my_objective_function_2462b57e_4_batch_size=64,kernel=2,latent_dim=15,m_lambda=2.0313,num_CL=4,num_HL=3,opt_lr=0.0001,opt_wd=0.000_2023-11-02_00-10-01",,,
4,0.6490610328638498,0.6490610328638498,0.009404331278878,0.6515961799245285,0.0101599567635316,0.6515961799245285,0.0101599567635316,0.4765258215962441,0.0,0.4400245321058424,0.0,0.4400245321058424,0.0,0.4295774647887324,0.0,0.3713290420188078,0.0,0.3713290420188078,0.0,98591622,98591622,172.6411943435669,True,1,19907f82,2023-11-02_00-13-02,1698883982,172.6411943435669,16544,e07af9619d21,172.17.0.5,172.6411943435669,1,128,4,16,1.352758936815524,2,2,4.7747055957569276e-05,3.8134490450928094e-07,28,"/home/darlinne.soto/ray_results/P10_convtae_kuhar_p50/my_objective_function_19907f82_5_batch_size=128,kernel=4,latent_dim=16,m_lambda=1.3528,num_CL=2,num_HL=2,opt_lr=0.0000,opt_wd=0.00_2023-11-02_00-10-02",,,
5,0.4671361502347418,0.4666666666666666,0.0073335677708043,0.4416282200097116,0.0077784469571237,0.4416282200097116,0.0077784469571238,0.42018779342723,0.0,0.3940076485021879,0.0,0.394007648502188,0.0,0.4671361502347418,0.0,0.4273186850589183,0.0,0.4273186850589182,0.0,127033318,127033318,103.54410576820374,True,1,1f766f34,2023-11-02_00-12-05,1698883925,103.54410576820374,17226,e07af9619d21,172.17.0.5,103.54410576820374,1,64,3,144,2.5767801748814474,4,4,0.0002191439911023184,8.587313173669043e-07,20,"/home/darlinne.soto/ray_results/P10_convtae_kuhar_p50/my_objective_function_1f766f34_6_batch_size=64,kernel=3,latent_dim=144,m_lambda=2.5768,num_CL=4,num_HL=4,opt_lr=0.0002,opt_wd=0.00_2023-11-02_00-10-10",,,
6,0.5483568075117372,0.5483568075117372,0.0073635620381962,0.5491762117989597,0.0083298680749601,0.5491762117989597,0.0083298680749601,0.323943661971831,0.0,0.2567366789906216,0.0,0.2567366789906216,0.0,0.4014084507042254,0.0,0.3884699962477423,0.0,0.3884699962477423,0.0,67514254,67514254,140.4614896774292,True,1,68da88e3,2023-11-02_00-12-51,1698883971,140.4614896774292,16666,e07af9619d21,172.17.0.5,140.4614896774292,1,128,3,27,1.2437697467297497,2,2,0.00035047556635723866,1.5661045759900895e-06,23,"/home/darlinne.soto/ray_results/P10_convtae_kuhar_p50/my_objective_function_68da88e3_7_batch_size=128,kernel=3,latent_dim=27,m_lambda=1.2438,num_CL=2,num_HL=2,opt_lr=0.0004,opt_wd=0.00_2023-11-02_00-10-22",,,
7,0.4673708920187793,0.4673708920187793,0.0158324589003917,0.4264715516294575,0.014571255505352,0.4264715516294575,0.0145712555053519,0.3826291079812207,0.0,0.3225610720348207,0.0,0.3225610720348207,0.0,0.4272300469483568,0.0,0.3762458191489111,0.0,0.3762458191489111,0.0,2401291,2401291,167.1947855949402,True,1,9b3d8590,2023-11-02_00-13-31,1698884011,167.1947855949402,24817,e07af9619d21,172.17.0.5,167.1947855949402,1,64,3,141,2.4807232032870874,4,2,0.0006209487034081905,4.39759208350394e-06,4,"/home/darlinne.soto/ray_results/P10_convtae_kuhar_p50/my_objective_function_9b3d8590_8_batch_size=64,kernel=3,latent_dim=141,m_lambda=2.4807,num_CL=4,num_HL=2,opt_lr=0.0006,opt_wd=0.00_2023-11-02_00-10-31",,,
8,0.6382629107981221,0.6382629107981221,0.0137459304901008,0.6439597236891813,0.0136937520070754,0.6439597236891813,0.0136937520070755,0.5164319248826291,0.0,0.4763922681525289,0.0,0.476392268152529,0.0,0.5422535211267606,0.0,0.5491517749533992,0.0,0.5491517749533992,0.0,51050541,51050541,22.201751947402958,True,1,749b7f4d,2023-11-02_00-12-28,1698883948,22.201751947402958,17226,e07af9619d21,172.17.0.5,22.201751947402958,1,64,4,123,2.4993974560687198,3,2,0.0002921204899110786,7.083335306213469e-06,20,"/home/darlinne.soto/ray_results/P10_convtae_kuhar_p50/my_objective_function_749b7f4d_9_batch_size=64,kernel=4,latent_dim=123,m_lambda=2.4994,num_CL=3,num_HL=2,opt_lr=0.0003,opt_wd=0.00_2023-11-02_00-12-05",,,
9,0.6211267605633802,0.6211267605633802,0.0101347573450342,0.6298454636679043,0.0097921785833153,0.6298454636679043,0.0097921785833153,0.5563380281690141,0.0,0.5627693232109937,0.0,0.5627693232109937,0.0,0.4741784037558685,0.0,0.436840585872534,0.0,0.436840585872534,0.0,182461125,182461125,34.38565635681152,True,1,c88171e3,2023-11-02_00-13-02,1698883982,34.38565635681152,17226,e07af9619d21,172.17.0.5,34.38565635681152,1,64,3,77,1.2824472951129642,3,4,0.0003085062873581399,6.5759020865318555e-06,24,"/home/darlinne.soto/ray_results/P10_convtae_kuhar_p50/my_objective_function_c88171e3_10_batch_size=64,kernel=3,latent_dim=77,m_lambda=1.2824,num_CL=3,num_HL=4,opt_lr=0.0003,opt_wd=0.00_2023-11-02_00-12-28",,,
