,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/batch_size,config/m_lambda,config/num_HL,config/latent_dim,config/opt_lr,config/opt_wd,logdir
0,0.5805164319248826,0.5805164319248826,0.013404968577717585,0.5816013515214171,0.013325361771390236,0.5816013515214173,0.013325361771390244,0.44366197183098594,0.0,0.4188938265593036,0.0,0.4188938265593036,0.0,0.5046948356807511,0.0,0.47385250037810245,0.0,0.47385250037810245,0.0,389348,389348,1698032666,False,1,6a61c5cc,2023-10-23_03-44-26,16.24192476272583,16.24192476272583,122767,1105bb7c0067,172.17.0.2,16.24192476272583,1,,64,2.532622686551549,4,53,1.3165261055687269e-05,1.997895931250593e-07,6a61c5cc
1,0.4704225352112676,0.4704225352112676,0.010970254878448755,0.47956696826156514,0.010379147137533752,0.47956696826156514,0.010379147137533755,0.41784037558685444,0.0,0.4041592633784488,0.0,0.4041592633784488,0.0,0.37089201877934275,0.0,0.30030407629325345,0.0,0.3003040762932535,0.0,599905,599905,1698032719,True,1,d235726e,2023-10-23_03-45-19,63.49198794364929,63.49198794364929,122872,1105bb7c0067,172.17.0.2,63.49198794364929,1,,64,0.8091626116379317,6,54,8.858120171644766e-05,1.5310785610674906e-06,d235726e
2,0.5359154929577465,0.5359154929577465,0.013197833612085076,0.5465370387596413,0.01266721397816064,0.5465370387596413,0.012667213978160645,0.4154929577464789,0.0,0.3958572253568032,0.0,0.3958572253568032,0.0,0.4507042253521127,0.0,0.42517818448311934,0.0,0.42517818448311934,0.0,752076,752076,1698032768,True,1,92a9322f,2023-10-23_03-46-08,105.35959458351135,105.35959458351135,122919,1105bb7c0067,172.17.0.2,105.35959458351135,1,,64,1.2641571838606978,5,179,2.8209598394621266e-05,6.475568675998689e-06,92a9322f
3,0.5380281690140846,0.5380281690140846,0.015133109353320373,0.5441456719313441,0.014825407991663465,0.5441456719313441,0.014825407991663472,0.4061032863849765,0.0,0.3965861362289274,0.0,0.39658613622892747,0.0,0.4788732394366197,0.0,0.4694314751685707,0.0,0.4694314751685707,0.0,845236,845236,1698032720,True,1,2150f2f1,2023-10-23_03-45-20,43.31178092956543,43.31178092956543,122767,1105bb7c0067,172.17.0.2,43.31178092956543,1,,128,1.6172504452760839,8,69,0.00016773960046569404,6.196286568046225e-06,2150f2f1
4,0.6230046948356807,0.6230046948356807,0.015184001529386135,0.6281615562418519,0.014675634881022762,0.6281615562418519,0.014675634881022819,0.539906103286385,0.0,0.5209919310398211,0.0,0.5209919310398211,0.0,0.4765258215962441,0.0,0.40457303915380405,0.0,0.40457303915380405,0.0,757398,757398,1698032749,False,1,02668bb8,2023-10-23_03-45-49,66.15432572364807,66.15432572364807,123016,1105bb7c0067,172.17.0.2,66.15432572364807,1,,128,1.1637012708786605,6,125,1.1196283445738488e-05,8.38700819397575e-06,02668bb8
5,0.6028169014084508,0.6028169014084508,0.007333567770804378,0.6081369936607077,0.007135947440297315,0.6081369936607077,0.00713594744029734,0.4859154929577465,0.0,0.4860461442479913,0.0,0.4860461442479913,0.0,0.5469483568075117,0.0,0.4503357281115575,0.0,0.4503357281115575,0.0,870160,870160,1698032754,True,1,5c7f4168,2023-10-23_03-45-54,65.7311749458313,65.7311749458313,123058,1105bb7c0067,172.17.0.2,65.7311749458313,1,,64,1.4087058270942905,6,167,3.394577533999716e-05,8.888587174864164e-06,5c7f4168
6,0.561737089201878,0.561737089201878,0.010759780879216748,0.5693047379834204,0.010204255812834484,0.5693047379834205,0.010204255812834476,0.460093896713615,0.0,0.45377650522026025,0.0,0.4537765052202602,0.0,0.40375586854460094,0.0,0.3725675621798004,0.0,0.37256756217980047,0.0,268622,268622,1698032754,True,1,928f95f6,2023-10-23_03-45-54,52.828880071640015,52.828880071640015,123105,1105bb7c0067,172.17.0.2,52.828880071640015,1,,128,2.0866040826035723,3,39,0.000657716785064927,8.494867844946219e-07,928f95f6
7,0.5267605633802817,0.5267605633802817,0.008077300720227816,0.5369680443341965,0.008087546152233052,0.5369680443341964,0.008087546152233055,0.43896713615023475,0.0,0.432036451769491,0.0,0.43203645176949096,0.0,0.5211267605633803,0.0,0.4633968834072366,0.0,0.46339688340723656,0.0,383233,383233,1698032772,True,1,47b59bd2,2023-10-23_03-46-12,63.128533124923706,63.128533124923706,123152,1105bb7c0067,172.17.0.2,63.128533124923706,1,,128,1.268023777725756,4,48,0.00018904539941901825,1.0121083887330174e-06,47b59bd2
8,0.6068075117370892,0.6068075117370892,0.014094284556129653,0.608800489287103,0.014735471805404689,0.6088004892871028,0.014735471805404682,0.528169014084507,0.0,0.5087024504057122,0.0,0.5087024504057122,0.0,0.47183098591549294,0.0,0.40826845558936414,0.0,0.4082684555893642,0.0,795925,795925,1698032737,False,1,3b679c75,2023-10-23_03-45-37,19.10772204399109,19.10772204399109,123199,1105bb7c0067,172.17.0.2,19.10772204399109,1,,64,2.921402468846553,6,140,1.0344775730694323e-05,1.7804781971592322e-06,3b679c75
9,0.5436619718309859,0.5436619718309859,0.011119924208757738,0.5432399410241517,0.010900246373654573,0.5432399410241516,0.010900246373654629,0.4765258215962441,0.0,0.4437853369365192,0.0,0.4437853369365193,0.0,0.49061032863849763,0.0,0.4104496156883645,0.0,0.4104496156883645,0.0,295143,295143,1698032794,True,1,e514a22a,2023-10-23_03-46-34,75.36491870880127,75.36491870880127,122872,1105bb7c0067,172.17.0.2,75.36491870880127,1,,128,1.8052276385056103,3,64,8.46274587374901e-05,6.545682830984146e-07,e514a22a
10,0.4746478873239437,0.4746478873239437,0.0054346652125775675,0.4703386806280033,0.005718119758637421,0.4703386806280034,0.005718119758637445,0.3967136150234742,0.0,0.38249309492946737,0.0,0.3824930949294673,0.0,0.4225352112676056,0.0,0.34408253788403576,0.0,0.34408253788403576,0.0,641684,641684,1698032780,True,1,1ff606ca,2023-10-23_03-46-20,60.15758728981018,60.15758728981018,122767,1105bb7c0067,172.17.0.2,60.15758728981018,1,,128,0.6442341238963164,5,131,0.00034007006753691024,9.517256803209982e-06,1ff606ca
11,0.5119718309859155,0.5119718309859155,0.011521494076815051,0.5155772844512215,0.011056873547945528,0.5155772844512215,0.011056873547945562,0.4671361502347418,0.0,0.4523585414269537,0.0,0.4523585414269537,0.0,0.45539906103286387,0.0,0.3932732562777143,0.0,0.3932732562777143,0.0,437429,437429,1698032785,True,1,e5258b68,2023-10-23_03-46-25,43.91832661628723,43.91832661628723,123199,1105bb7c0067,172.17.0.2,43.91832661628723,1,,128,1.1584281682901005,4,86,0.000732762233566768,1.6942067472378376e-06,e5258b68
12,0.49906103286384973,0.49906103286384973,0.016998936141062602,0.47509609418806403,0.017765874675624176,0.47509609418806403,0.017765874675624172,0.392018779342723,0.0,0.37926046099674576,0.0,0.3792604609967458,0.0,0.49765258215962443,0.0,0.4295023172151243,0.0,0.42950231721512433,0.0,279312,279312,1698032925,True,1,c3f2d5f2,2023-10-23_03-48-45,176.37438321113586,176.37438321113586,123016,1105bb7c0067,172.17.0.2,176.37438321113586,1,,128,1.538598291488476,2,167,8.349084241266111e-05,8.56728481168738e-06,c3f2d5f2
13,0.5586854460093896,0.5586854460093896,0.012553748316545491,0.5638533817802638,0.01267472851737718,0.5638533817802638,0.012674728517377177,0.4460093896713615,0.0,0.43392408108033803,0.0,0.43392408108033803,0.0,0.43661971830985913,0.0,0.3804363993361215,0.0,0.3804363993361215,0.0,576892,576892,1698032834,True,1,86bf6ac1,2023-10-23_03-47-14,79.94445061683655,79.94445061683655,123058,1105bb7c0067,172.17.0.2,79.94445061683655,1,,64,0.9694817995793165,5,99,5.981250280753085e-05,2.318105491489211e-06,86bf6ac1
14,0.5319248826291081,0.5319248826291081,0.011978733166359697,0.5401603255774818,0.011462971178463784,0.5401603255774818,0.011462971178463795,0.4671361502347418,0.0,0.4740683811911259,0.0,0.47406838119112577,0.0,0.5093896713615024,0.0,0.4810154261828947,0.0,0.4810154261828947,0.0,538085,538085,1698032800,True,1,6ceaa6bc,2023-10-23_03-46-40,45.83692216873169,45.83692216873169,123105,1105bb7c0067,172.17.0.2,45.83692216873169,1,,64,0.45802025572359106,6,20,7.067641718777643e-05,7.337862020447693e-06,6ceaa6bc
