,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/batch_size,config/num_HL,config/latent_dim,config/opt_lr,config/opt_wd,logdir
0,0.6904761904761905,0.6738095238095239,0.009343531843023146,0.6591854994292701,0.008180642991256648,0.6591854994292701,0.008180642991256632,0.6904761904761905,0.0,0.6827677787979111,0.0,0.6827677787979111,0.0,0.5857142857142857,0.0,0.5337311895974112,0.0,0.5337311895974112,0.0,1112111,1112111,1698695784,False,1,b50f9623,2023-10-30_19-56-24,925.3744909763336,925.3744909763336,21541,ff5996df3739,172.17.0.2,925.3744909763336,1,,128,3,498,2.7957528688103994e-05,3.381996557751699e-07,b50f9623
1,0.5354761904761905,0.5354761904761905,0.009668543097260437,0.545608537555726,0.009291855742324873,0.5456085375557259,0.009291855742324875,0.5214285714285715,0.0,0.5315087320694006,0.0,0.5315087320694006,0.0,0.4714285714285714,0.0,0.4122320684636647,0.0,0.4122320684636647,0.0,3529660,3529660,1698694963,False,1,8c57dfdb,2023-10-30_19-42-43,97.35979890823364,97.35979890823364,21646,ff5996df3739,172.17.0.2,97.35979890823364,1,,64,6,707,0.00011724657731028505,5.903278006780452e-06,8c57dfdb
2,0.49523809523809526,0.49309523809523814,0.009310102283817692,0.5060549374098124,0.009336543113953983,0.5060549374098124,0.009336543113953977,0.49523809523809526,0.0,0.5040241700314825,0.0,0.5040241700314825,0.0,0.35714285714285715,0.0,0.3247217981893764,0.0,0.32472179818937635,0.0,1551145,1551145,1698694989,True,1,e517db5b,2023-10-30_19-43-09,117.69968295097351,117.69968295097351,21693,ff5996df3739,172.17.0.2,117.69968295097351,1,,128,7,304,0.00042548144715578464,6.112615575400186e-06,e517db5b
3,0.663809523809524,0.663809523809524,0.013162166629604993,0.6603191976981287,0.013546316625716157,0.6603191976981287,0.013546316625716143,0.65,0.0,0.6505528660074268,0.0,0.6505528660074268,0.0,0.5714285714285714,0.0,0.5282989744466092,0.0,0.5282989744466093,0.0,834958,834958,1698695029,False,1,08c8f47c,2023-10-30_19-43-49,151.82718777656555,151.82718777656555,21740,ff5996df3739,172.17.0.2,151.82718777656555,1,,64,3,385,0.00013445861527278252,4.921278310983682e-06,08c8f47c
4,0.47857142857142854,0.47857142857142854,0.011712737024998898,0.4901566100334179,0.010888263062990825,0.4901566100334179,0.01088826306299083,0.44047619047619047,0.0,0.4505205710239424,0.0,0.45052057102394244,0.0,0.4261904761904762,0.0,0.3813924361760634,0.0,0.3813924361760633,0.0,1086401,1086401,1698694962,False,1,9223dfd3,2023-10-30_19-42-42,79.35558032989502,79.35558032989502,21787,ff5996df3739,172.17.0.2,79.35558032989502,1,,128,7,188,0.0004885189266696148,1.1699341833911037e-06,9223dfd3
5,0.7047619047619048,0.6866666666666668,0.01117780437552903,0.6778019302885363,0.012000363649112143,0.6778019302885363,0.012000363649112158,0.7047619047619048,0.0,0.7031409027990131,0.0,0.7031409027990132,0.0,0.6047619047619047,0.0,0.5576666851832549,0.0,0.5576666851832548,0.0,846251,846251,1698695122,False,1,32acafc6,2023-10-30_19-45-22,233.9391713142395,233.9391713142395,21834,ff5996df3739,172.17.0.2,233.9391713142395,1,,64,3,390,8.221887109102814e-05,3.2822425479149213e-06,32acafc6
6,0.5288095238095238,0.5288095238095238,0.011291338763218433,0.5413795601023155,0.010846421789693483,0.5413795601023157,0.0108464217896935,0.49047619047619045,0.0,0.49901006249496027,0.0,0.4990100624949604,0.0,0.44047619047619047,0.0,0.40129066364360483,0.0,0.40129066364360483,0.0,3902595,3902595,1698694992,False,1,cc36be59,2023-10-30_19-43-12,95.50616836547852,95.50616836547852,21881,ff5996df3739,172.17.0.2,95.50616836547852,1,,64,7,680,5.914826503260021e-05,5.301564005778927e-06,cc36be59
7,0.6533333333333335,0.6533333333333335,0.009535706854524173,0.6525336690838621,0.009192713957192055,0.6525336690838621,0.009192713957192076,0.6285714285714286,0.0,0.6316205162258447,0.0,0.6316205162258447,0.0,0.5142857142857142,0.0,0.49063376614009524,0.0,0.4906337661400953,0.0,777996,777996,1698694996,False,1,c810b569,2023-10-30_19-43-16,89.70792651176453,89.70792651176453,21928,ff5996df3739,172.17.0.2,89.70792651176453,1,,64,4,261,0.0001805992703489581,2.545504939377621e-06,c810b569
8,0.5280952380952381,0.5280952380952381,0.008637312927246224,0.5400998097216462,0.008058268072823121,0.5400998097216462,0.008058268072823166,0.5238095238095238,0.0,0.5274065386125194,0.0,0.5274065386125195,0.0,0.4261904761904762,0.0,0.3810611959548768,0.0,0.3810611959548768,0.0,2627485,2627485,1698695104,True,1,bff6e750,2023-10-30_19-45-04,156.35963463783264,156.35963463783264,21975,ff5996df3739,172.17.0.2,156.35963463783264,1,,128,6,568,0.000658449296160414,4.6886579297581893e-07,bff6e750
9,0.6223809523809525,0.6223809523809525,0.011914281907806476,0.6227726063769085,0.011814616633761333,0.6227726063769086,0.011814616633761332,0.5761904761904761,0.0,0.5817297803204614,0.0,0.5817297803204614,0.0,0.5119047619047619,0.0,0.4558524586506181,0.0,0.455852458650618,0.0,2421519,2421519,1698695072,True,1,f368fa87,2023-10-30_19-44-32,117.23730635643005,117.23730635643005,22022,ff5996df3739,172.17.0.2,117.23730635643005,1,,64,5,614,6.117969651162902e-05,2.4051618913579335e-06,f368fa87
10,0.5414285714285715,0.5414285714285715,0.005345224838248486,0.5530761289691034,0.005040891333640768,0.5530761289691035,0.005040891333640761,0.5047619047619047,0.0,0.512880291953413,0.0,0.5128802919534129,0.0,0.4595238095238095,0.0,0.4177681716972361,0.0,0.4177681716972361,0.0,4129415,4129415,1698695073,True,1,7b29e33a,2023-10-30_19-44-33,111.32647371292114,111.32647371292114,21787,ff5996df3739,172.17.0.2,111.32647371292114,1,,64,7,708,7.419347011435166e-05,2.300471573048215e-06,7b29e33a
11,0.6335714285714286,0.6335714285714286,0.0077846584401294345,0.6154784044971936,0.007954603788032033,0.6154784044971937,0.007954603788032049,0.611904761904762,0.0,0.6149004171636843,0.0,0.6149004171636843,0.0,0.33095238095238094,0.0,0.31466851210413305,0.0,0.31466851210413305,0.0,2633600,2633600,1698695056,False,1,641922db,2023-10-30_19-44-16,93.42539286613464,93.42539286613464,21646,ff5996df3739,172.17.0.2,93.42539286613464,1,,128,8,449,1.077279219311087e-05,6.58634627215677e-06,641922db
