,score,randomforest-100-accuracy (mean),randomforest-100-accuracy (std),randomforest-100-f1-score macro (mean),randomforest-100-f1-score macro (std),randomforest-100-f1-score weighted (mean),randomforest-100-f1-score weighted (std),KNN-5-accuracy (mean),KNN-5-accuracy (std),KNN-5-f1-score macro (mean),KNN-5-f1-score macro (std),KNN-5-f1-score weighted (mean),KNN-5-f1-score weighted (std),SVM-rbf-C1.0-accuracy (mean),SVM-rbf-C1.0-accuracy (std),SVM-rbf-C1.0-f1-score macro (mean),SVM-rbf-C1.0-f1-score macro (std),SVM-rbf-C1.0-f1-score weighted (mean),SVM-rbf-C1.0-f1-score weighted (std),num_params,num_trainable_params,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/batch_size,config/kernel,config/latent_dim,config/num_CL,config/num_HL,config/opt_lr,config/opt_wd,config/size_CL,logdir,error_type,error_message,error_traceback
0,0.5309859154929578,0.5309859154929578,0.0071817176247785,0.5317342463907493,0.0070596064069201,0.5317342463907492,0.0070596064069201,0.528169014084507,0.0,0.5271161186897835,0.0,0.5271161186897835,0.0,0.3685446009389671,0.0,0.3474067615176297,0.0,0.3474067615176298,0.0,11065450,11065450,17.968082666397095,False,1,09b78d79,2023-10-25_23-58-44,1698278324,17.968082666397095,337637,c8afe81c666d,172.17.0.3,17.968082666397095,1,128,2,3,4,3,0.0005598868822909804,1.3284520368157604e-06,7,"/home/darlinne.soto/ray_results/P10_convae_kuhar_p50/my_objective_function_09b78d79_1_batch_size=128,kernel=2,latent_dim=3,num_CL=4,num_HL=3,opt_lr=0.0006,opt_wd=0.0000,size_CL=7_2023-10-25_23-58-15",,,
1,0.5725352112676058,0.5725352112676058,0.011851554517713,0.5850996154694377,0.0111203914024349,0.5850996154694377,0.0111203914024348,0.4671361502347418,0.0,0.4468291067283378,0.0,0.4468291067283378,0.0,0.4577464788732394,0.0,0.4101794334512984,0.0,0.4101794334512983,0.0,2430614,2430614,489.9007735252381,True,1,8d4644eb,2023-10-26_00-06-47,1698278807,489.9007735252381,341825,c8afe81c666d,172.17.0.3,489.9007735252381,1,128,3,134,2,2,7.991983444540956e-05,6.354167107447953e-06,4,"/home/darlinne.soto/ray_results/P10_convae_kuhar_p50/my_objective_function_8d4644eb_2_batch_size=128,kernel=3,latent_dim=134,num_CL=2,num_HL=2,opt_lr=0.0001,opt_wd=0.0000,size_CL=4_2023-10-25_23-58-26",,,
2,0.6262910798122066,0.6262910798122066,0.0135582432659095,0.6363763203390365,0.0135760195440506,0.6363763203390366,0.0135760195440506,0.539906103286385,0.0,0.5498260674295369,0.0,0.5498260674295369,0.0,0.4835680751173709,0.0,0.4312064672550942,0.0,0.4312064672550942,0.0,2098313,2098313,90.36949014663696,False,1,4e2c5de7,2023-10-26_00-00-15,1698278415,90.36949014663696,337637,c8afe81c666d,172.17.0.3,90.36949014663696,1,128,4,34,2,3,0.0001570985628358307,4.9895006450151695e-06,3,"/home/darlinne.soto/ray_results/P10_convae_kuhar_p50/my_objective_function_4e2c5de7_3_batch_size=128,kernel=4,latent_dim=34,num_CL=2,num_HL=3,opt_lr=0.0002,opt_wd=0.0000,size_CL=3_2023-10-25_23-58-37",,,
3,0.5596244131455399,0.5596244131455399,0.0075847391649781,0.5683312011618729,0.0078388647324846,0.5683312011618729,0.0078388647324846,0.5,0.0,0.5038447296423791,0.0,0.503844729642379,0.0,0.4741784037558685,0.0,0.4346588433428719,0.0,0.4346588433428719,0.0,103379348,103379348,60.3234703540802,False,1,f3436372,2023-10-25_23-59-54,1698278394,60.3234703540802,342071,c8afe81c666d,172.17.0.3,60.3234703540802,1,128,3,36,2,4,7.437462828070627e-05,6.864971145354777e-06,18,"/home/darlinne.soto/ray_results/P10_convae_kuhar_p50/my_objective_function_f3436372_4_batch_size=128,kernel=3,latent_dim=36,num_CL=2,num_HL=4,opt_lr=0.0001,opt_wd=0.0000,size_CL=18_2023-10-25_23-58-44",,,
4,0.5556338028169014,0.5556338028169014,0.0068879815732963,0.5654881864513983,0.0068854228036937,0.5654881864513982,0.0068854228036937,0.4859154929577465,0.0,0.4945488672816702,0.0,0.4945488672816701,0.0,0.5234741784037559,0.0,0.4679035597566877,0.0,0.4679035597566877,0.0,50273216,50273216,220.15071511268616,True,1,f3751f83,2023-10-26_00-02-44,1698278564,220.15071511268616,342189,c8afe81c666d,172.17.0.3,220.15071511268616,1,128,3,53,4,3,2.2402044724040172e-05,8.201869903769417e-06,15,"/home/darlinne.soto/ray_results/P10_convae_kuhar_p50/my_objective_function_f3751f83_5_batch_size=128,kernel=3,latent_dim=53,num_CL=4,num_HL=3,opt_lr=0.0000,opt_wd=0.0000,size_CL=15_2023-10-25_23-58-54",,,
5,0.5788732394366197,0.5788732394366197,0.0081452354802335,0.5874556871871639,0.0077398377971028,0.5874556871871639,0.0077398377971028,0.5492957746478874,0.0,0.5536322535255919,0.0,0.5536322535255918,0.0,0.5305164319248826,0.0,0.4597283942140451,0.0,0.459728394214045,0.0,66295237,66295237,199.7499077320099,True,1,78b6e5a4,2023-10-26_00-02-35,1698278555,199.7499077320099,342311,c8afe81c666d,172.17.0.3,199.7499077320099,1,128,2,53,3,3,2.9489791559224273e-05,1.053222750061439e-06,17,"/home/darlinne.soto/ray_results/P10_convae_kuhar_p50/my_objective_function_78b6e5a4_6_batch_size=128,kernel=2,latent_dim=53,num_CL=3,num_HL=3,opt_lr=0.0000,opt_wd=0.0000,size_CL=17_2023-10-25_23-59-04",,,
6,0.6136150234741784,0.6136150234741784,0.0086057759529687,0.6183267087808877,0.0086179701995839,0.6183267087808878,0.008617970199584,0.5657276995305164,0.0,0.5736390526046523,0.0,0.5736390526046523,0.0,0.5164319248826291,0.0,0.4825286503708965,0.0,0.4825286503708965,0.0,58315510,58315510,153.84983801841736,True,1,8c69b9b8,2023-10-26_00-01-58,1698278518,153.84983801841736,342433,c8afe81c666d,172.17.0.3,153.84983801841736,1,128,2,44,4,3,8.545198543370093e-05,7.847573691204468e-07,16,"/home/darlinne.soto/ray_results/P10_convae_kuhar_p50/my_objective_function_8c69b9b8_7_batch_size=128,kernel=2,latent_dim=44,num_CL=4,num_HL=3,opt_lr=0.0001,opt_wd=0.0000,size_CL=16_2023-10-25_23-59-15",,,
7,0.6347417840375587,0.6347417840375587,0.0133699820337071,0.6398582949453226,0.0131324296003473,0.6398582949453226,0.0131324296003473,0.4342723004694835,0.0,0.3848068365980397,0.0,0.3848068365980396,0.0,0.4248826291079812,0.0,0.3777108822372653,0.0,0.3777108822372653,0.0,45945094,45945094,26.278018474578857,False,1,226e132f,2023-10-26_00-00-02,1698278402,26.278018474578857,342555,c8afe81c666d,172.17.0.3,26.278018474578857,1,64,2,122,3,3,0.0001682985301250411,1.8880254799400843e-06,14,"/home/darlinne.soto/ray_results/P10_convae_kuhar_p50/my_objective_function_226e132f_8_batch_size=64,kernel=2,latent_dim=122,num_CL=3,num_HL=3,opt_lr=0.0002,opt_wd=0.0000,size_CL=14_2023-10-25_23-59-25",,,
8,0.5657276995305165,0.5657276995305165,0.0079950170732049,0.5723316577113642,0.0075659132171671,0.5723316577113642,0.0075659132171671,0.4835680751173709,0.0,0.4935782698633371,0.0,0.4935782698633371,0.0,0.4295774647887324,0.0,0.4043362361168706,0.0,0.4043362361168706,0.0,105413420,105413420,159.40407848358154,True,1,536b015f,2023-10-26_00-02-27,1698278547,159.40407848358154,342677,c8afe81c666d,172.17.0.3,159.40407848358154,1,128,2,110,3,4,2.9979125327736808e-05,5.964003905087401e-06,18,"/home/darlinne.soto/ray_results/P10_convae_kuhar_p50/my_objective_function_536b015f_9_batch_size=128,kernel=2,latent_dim=110,num_CL=3,num_HL=4,opt_lr=0.0000,opt_wd=0.0000,size_CL=18_2023-10-25_23-59-36",,,
9,0.6298122065727699,0.6298122065727699,0.0113577186886412,0.6340842693301548,0.0112321488465377,0.6340842693301549,0.0112321488465377,0.4812206572769953,0.0,0.4593903378812665,0.0,0.4593903378812665,0.0,0.5774647887323944,0.0,0.5734006609921559,0.0,0.5734006609921558,0.0,28315907,28315907,85.58776640892029,False,1,95ec3e8a,2023-10-26_00-01-20,1698278480,85.58776640892029,342071,c8afe81c666d,172.17.0.3,85.58776640892029,1,128,3,10,3,2,7.975735330052134e-05,5.244913406068412e-06,15,"/home/darlinne.soto/ray_results/P10_convae_kuhar_p50/my_objective_function_95ec3e8a_10_batch_size=128,kernel=3,latent_dim=10,num_CL=3,num_HL=2,opt_lr=0.0001,opt_wd=0.0000,size_CL=15_2023-10-25_23-59-48",,,
