,score,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/down_HL,config/kernel_size,config/latent_dim,config/num_CL,config/num_HL,config/opt_lr,config/size_CL,config/size_HL,logdir
0,0.7764705882352941,491.2855830192566,False,1,5805df64,2023-09-19_16-57-01,1695142621,491.2855830192566,178117,84233402a856,172.17.0.2,491.2855830192566,1,4,7,9,7,2,0.00013610815966715135,30,119,"/home/darlinne.soto/ray_results/convtae_uci_percent50/my_objective_function_5805df64_1_down_HL=4,kernel_size=7,latent_dim=9,num_CL=7,num_HL=2,opt_lr=0.0001,size_CL=30,size_HL=119_2023-09-19_16-48-33"
1,-18.945844235043875,1.99744176864624,False,1,e0c0d5cd,2023-09-19_16-49-07,1695142147,1.99744176864624,178473,84233402a856,172.17.0.2,1.99744176864624,1,10,6,22,4,6,2.2682196686039855e-05,29,108,"/home/darlinne.soto/ray_results/convtae_uci_percent50/my_objective_function_e0c0d5cd_2_down_HL=10,kernel_size=6,latent_dim=22,num_CL=4,num_HL=6,opt_lr=0.0000,size_CL=29,size_HL=108_2023-09-19_16-48-49"
2,-10.289214732848214,1.083162784576416,False,1,d776e4bb,2023-09-19_16-49-09,1695142149,1.083162784576416,178473,84233402a856,172.17.0.2,1.083162784576416,1,16,6,15,2,4,0.00021211360456576946,6,83,"/home/darlinne.soto/ray_results/convtae_uci_percent50/my_objective_function_d776e4bb_3_down_HL=16,kernel_size=6,latent_dim=15,num_CL=2,num_HL=4,opt_lr=0.0002,size_CL=6,size_HL=83_2023-09-19_16-49-05"
3,-19.250840796977243,1.2012059688568115,True,1,ff35dd59,2023-09-19_16-49-41,1695142181,1.2012059688568115,179821,84233402a856,172.17.0.2,1.2012059688568115,1,15,4,13,6,8,7.462326677766808e-05,10,103,"/home/darlinne.soto/ray_results/convtae_uci_percent50/my_objective_function_ff35dd59_5_down_HL=15,kernel_size=4,latent_dim=13,num_CL=6,num_HL=8,opt_lr=0.0001,size_CL=10,size_HL=103_2023-09-19_16-49-09"
4,-19.29385752612016,1.1372082233428955,True,1,9ad21fd2,2023-09-19_16-49-42,1695142182,1.1372082233428955,179821,84233402a856,172.17.0.2,1.1372082233428955,1,9,6,4,5,7,3.5282524828616905e-05,22,45,"/home/darlinne.soto/ray_results/convtae_uci_percent50/my_objective_function_9ad21fd2_6_down_HL=9,kernel_size=6,latent_dim=4,num_CL=5,num_HL=7,opt_lr=0.0000,size_CL=22,size_HL=45_2023-09-19_16-49-40"
5,-13.276543147725627,1.896955966949463,False,1,554a1bec,2023-09-19_16-49-44,1695142184,1.896955966949463,179821,84233402a856,172.17.0.2,1.896955966949463,1,8,3,25,6,6,3.8019887129914345e-05,12,48,"/home/darlinne.soto/ray_results/convtae_uci_percent50/my_objective_function_554a1bec_7_down_HL=8,kernel_size=3,latent_dim=25,num_CL=6,num_HL=6,opt_lr=0.0000,size_CL=12,size_HL=48_2023-09-19_16-49-41"
6,-10.00489622349172,1.075139045715332,False,1,2a6bd542,2023-09-19_16-49-45,1695142185,1.075139045715332,179821,84233402a856,172.17.0.2,1.075139045715332,1,11,6,20,5,5,8.719677960896838e-05,32,74,"/home/darlinne.soto/ray_results/convtae_uci_percent50/my_objective_function_2a6bd542_8_down_HL=11,kernel_size=6,latent_dim=20,num_CL=5,num_HL=5,opt_lr=0.0001,size_CL=32,size_HL=74_2023-09-19_16-49-42"
7,-13.849369469870728,1.1674673557281494,True,1,471049f5,2023-09-19_16-49-46,1695142186,1.1674673557281494,179821,84233402a856,172.17.0.2,1.1674673557281494,1,17,5,3,5,6,0.0006083929692281758,7,63,"/home/darlinne.soto/ray_results/convtae_uci_percent50/my_objective_function_471049f5_9_down_HL=17,kernel_size=5,latent_dim=3,num_CL=5,num_HL=6,opt_lr=0.0006,size_CL=7,size_HL=63_2023-09-19_16-49-44"
8,-16.048784881880227,1.1485109329223633,True,1,a7a89b7d,2023-09-19_16-49-48,1695142188,1.1485109329223633,179821,84233402a856,172.17.0.2,1.1485109329223633,1,15,8,12,7,7,1.2341202270612422e-05,25,97,"/home/darlinne.soto/ray_results/convtae_uci_percent50/my_objective_function_a7a89b7d_10_down_HL=15,kernel_size=8,latent_dim=12,num_CL=7,num_HL=7,opt_lr=0.0000,size_CL=25,size_HL=97_2023-09-19_16-49-45"
9,-10.5476391859912,1.0882959365844729,False,1,6298e655,2023-09-19_16-49-49,1695142189,1.0882959365844729,179821,84233402a856,172.17.0.2,1.0882959365844729,1,14,9,10,6,6,0.00043441888567855393,7,43,"/home/darlinne.soto/ray_results/convtae_uci_percent50/my_objective_function_6298e655_11_down_HL=14,kernel_size=9,latent_dim=10,num_CL=6,num_HL=6,opt_lr=0.0004,size_CL=7,size_HL=43_2023-09-19_16-49-47"
10,-12.95324989880331,1.1583189964294434,True,1,4659eded,2023-09-19_16-49-50,1695142190,1.1583189964294434,179821,84233402a856,172.17.0.2,1.1583189964294434,1,14,4,17,6,4,0.0007031366807454436,11,67,"/home/darlinne.soto/ray_results/convtae_uci_percent50/my_objective_function_4659eded_12_down_HL=14,kernel_size=4,latent_dim=17,num_CL=6,num_HL=4,opt_lr=0.0007,size_CL=11,size_HL=67_2023-09-19_16-49-48"
11,-16.463440517035654,1.314955711364746,True,1,3005f9e8,2023-09-19_16-49-52,1695142192,1.314955711364746,179821,84233402a856,172.17.0.2,1.314955711364746,1,4,3,5,5,6,0.00018898837032698697,29,114,"/home/darlinne.soto/ray_results/convtae_uci_percent50/my_objective_function_3005f9e8_13_down_HL=4,kernel_size=3,latent_dim=5,num_CL=5,num_HL=6,opt_lr=0.0002,size_CL=29,size_HL=114_2023-09-19_16-49-49"
12,-17.168876267340718,1.1833693981170654,True,1,758b05df,2023-09-19_16-49-53,1695142193,1.1833693981170654,179821,84233402a856,172.17.0.2,1.1833693981170654,1,11,3,13,6,8,0.00012747312138069393,16,30,"/home/darlinne.soto/ray_results/convtae_uci_percent50/my_objective_function_758b05df_14_down_HL=11,kernel_size=3,latent_dim=13,num_CL=6,num_HL=8,opt_lr=0.0001,size_CL=16,size_HL=30_2023-09-19_16-49-50"
13,-10.72051692926798,1.1543946266174316,False,1,87a0ca8b,2023-09-19_16-49-54,1695142194,1.1543946266174316,179821,84233402a856,172.17.0.2,1.1543946266174316,1,3,7,25,8,7,1.105048196465815e-05,32,127,"/home/darlinne.soto/ray_results/convtae_uci_percent50/my_objective_function_87a0ca8b_15_down_HL=3,kernel_size=7,latent_dim=25,num_CL=8,num_HL=7,opt_lr=0.0000,size_CL=32,size_HL=127_2023-09-19_16-49-52"
14,0.7529411764705882,377.0248746871948,False,1,e1d2d025,2023-09-19_16-56-11,1695142571,377.0248746871948,179821,84233402a856,172.17.0.2,377.0248746871948,1,0,8,29,3,5,8.768925101089715e-05,25,124,"/home/darlinne.soto/ray_results/convtae_uci_percent50/my_objective_function_e1d2d025_16_down_HL=0,kernel_size=8,latent_dim=29,num_CL=3,num_HL=5,opt_lr=0.0001,size_CL=25,size_HL=124_2023-09-19_16-49-53"
15,-12.19730787254181,2.216297149658203,True,1,0f188014,2023-09-19_16-50-13,1695142213,2.216297149658203,181003,84233402a856,172.17.0.2,2.216297149658203,1,7,6,2,6,7,0.00019379792549971826,14,118,"/home/darlinne.soto/ray_results/convtae_uci_percent50/my_objective_function_0f188014_17_down_HL=7,kernel_size=6,latent_dim=2,num_CL=6,num_HL=7,opt_lr=0.0002,size_CL=14,size_HL=118_2023-09-19_16-49-54"
