,score,num_params,num_trainable_params,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/batch_size,config/num_HL,config/down_HL,config/size_HL,config/latent_dim,config/opt_lr,config/opt_wd,logdir
0,-0.1,-1,-1,1697548860,False,1,297d30b9,2023-10-17_13-21-00,1.9994518756866455,1.9994518756866455,59008,1105bb7c0067,172.17.0.2,1.9994518756866455,1,,256,4,10,128,237,0.0001878895352994624,4.597921452288906e-06,297d30b9
1,-0.1,-1,-1,1697548861,False,1,c9a6bc1f,2023-10-17_13-21-01,1.342329740524292,1.342329740524292,59008,1105bb7c0067,172.17.0.2,1.342329740524292,1,,256,8,19,34,118,0.00029765439186358797,6.792231027083885e-06,c9a6bc1f
2,-0.1,-1,-1,1697548863,False,1,210faf85,2023-10-17_13-21-03,1.369741678237915,1.369741678237915,59008,1105bb7c0067,172.17.0.2,1.369741678237915,1,,128,3,11,24,217,0.0006126641268534409,8.4841048537403e-06,210faf85
3,-0.1,-1,-1,1697548864,False,1,a8ec8922,2023-10-17_13-21-04,1.4049253463745117,1.4049253463745117,59008,1105bb7c0067,172.17.0.2,1.4049253463745117,1,,128,3,6,195,185,0.0009305694232002985,1.1665846519852409e-06,a8ec8922
4,-0.1,-1,-1,1697548866,False,1,e640cc18,2023-10-17_13-21-06,1.3854715824127197,1.3854715824127197,59008,1105bb7c0067,172.17.0.2,1.3854715824127197,1,,32,8,5,101,163,9.320571790557544e-05,1.8922589060605301e-06,e640cc18
5,-0.1,-1,-1,1697548868,False,1,6930c378,2023-10-17_13-21-08,1.3548932075500488,1.3548932075500488,59008,1105bb7c0067,172.17.0.2,1.3548932075500488,1,,128,4,7,250,121,0.0005286237685247654,2.033795193090191e-06,6930c378
6,-0.1,-1,-1,1697548869,False,1,7e808565,2023-10-17_13-21-09,1.4266743659973145,1.4266743659973145,59008,1105bb7c0067,172.17.0.2,1.4266743659973145,1,,64,4,10,384,79,2.7454171548849123e-05,4.5007013783797855e-06,7e808565
7,-0.1,-1,-1,1697548871,False,1,35bc7fb3,2023-10-17_13-21-11,1.4095933437347412,1.4095933437347412,59008,1105bb7c0067,172.17.0.2,1.4095933437347412,1,,128,3,10,163,207,0.0006047309493675077,8.988926336406124e-06,35bc7fb3
8,-0.1,-1,-1,1697548872,False,1,f50feb80,2023-10-17_13-21-12,1.360107183456421,1.360107183456421,59008,1105bb7c0067,172.17.0.2,1.360107183456421,1,,128,4,12,295,64,1.681206772714793e-05,3.696857294962163e-06,f50feb80
9,-0.1,-1,-1,1697548909,False,1,072e32fc,2023-10-17_13-21-49,1.4661624431610107,1.4661624431610107,59008,1105bb7c0067,172.17.0.2,1.4661624431610107,1,,128,5,16,364,199,1.4090404460695886e-05,7.506468522013929e-06,072e32fc
