,score,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/batch_size,config/down_HL,config/latent_dim,config/num_HL,config/opt_lr,config/opt_wd,config/size_HL,logdir
0,-0.1,3.4804840087890625,False,1,f81289cc,2023-10-16_01-07-34,1697418454,3.4804840087890625,74688,c8afe81c666d,172.17.0.3,3.4804840087890625,1,64,18,69,7,1.978018167248826e-05,7.244773241009073e-06,57,"/home/darlinne.soto/ray_results/tae_motionsense_p25/my_objective_function_f81289cc_1_batch_size=64,down_HL=18,latent_dim=69,num_HL=7,opt_lr=0.0000,opt_wd=0.0000,size_HL=57_2023-10-16_01-07-10"
1,-0.1,3.043781518936157,False,1,ab878f5f,2023-10-16_01-07-37,1697418457,3.043781518936157,74688,c8afe81c666d,172.17.0.3,3.043781518936157,1,32,13,22,8,6.545296946164204e-05,7.2351796876663925e-06,166,"/home/darlinne.soto/ray_results/tae_motionsense_p25/my_objective_function_ab878f5f_2_batch_size=32,down_HL=13,latent_dim=22,num_HL=8,opt_lr=0.0001,opt_wd=0.0000,size_HL=166_2023-10-16_01-07-30"
2,0.5635714285714285,220.20715522766116,False,1,f190b942,2023-10-16_01-11-17,1697418677,220.20715522766116,74688,c8afe81c666d,172.17.0.3,220.20715522766116,1,32,11,13,2,0.0007808986627380467,4.9188348116717424e-06,39,"/home/darlinne.soto/ray_results/tae_motionsense_p25/my_objective_function_f190b942_3_batch_size=32,down_HL=11,latent_dim=13,num_HL=2,opt_lr=0.0008,opt_wd=0.0000,size_HL=39_2023-10-16_01-07-34"
3,-0.1,2.513762950897217,False,1,0cc4c374,2023-10-16_01-07-52,1697418472,2.513762950897217,79000,c8afe81c666d,172.17.0.3,2.513762950897217,1,256,8,19,3,6.421586813047705e-05,4.485898940679964e-06,94,"/home/darlinne.soto/ray_results/tae_motionsense_p25/my_objective_function_0cc4c374_4_batch_size=256,down_HL=8,latent_dim=19,num_HL=3,opt_lr=0.0001,opt_wd=0.0000,size_HL=94_2023-10-16_01-07-37"
4,-0.1,2.008969306945801,False,1,d15e29af,2023-10-16_01-07-54,1697418474,2.008969306945801,79000,c8afe81c666d,172.17.0.3,2.008969306945801,1,256,6,21,3,0.0008909621618450742,2.979680174245465e-06,155,"/home/darlinne.soto/ray_results/tae_motionsense_p25/my_objective_function_d15e29af_5_batch_size=256,down_HL=6,latent_dim=21,num_HL=3,opt_lr=0.0009,opt_wd=0.0000,size_HL=155_2023-10-16_01-07-49"
5,-0.1,1.949012279510498,False,1,76773667,2023-10-16_01-07-56,1697418476,1.949012279510498,79000,c8afe81c666d,172.17.0.3,1.949012279510498,1,32,10,75,6,3.436782445653441e-05,4.832306670777557e-06,119,"/home/darlinne.soto/ray_results/tae_motionsense_p25/my_objective_function_76773667_6_batch_size=32,down_HL=10,latent_dim=75,num_HL=6,opt_lr=0.0000,opt_wd=0.0000,size_HL=119_2023-10-16_01-07-52"
6,-0.1,2.258284568786621,False,1,ae9bd131,2023-10-16_01-07-58,1697418478,2.258284568786621,79000,c8afe81c666d,172.17.0.3,2.258284568786621,1,128,8,46,5,3.1168220381872253e-05,8.25390838697467e-06,319,"/home/darlinne.soto/ray_results/tae_motionsense_p25/my_objective_function_ae9bd131_7_batch_size=128,down_HL=8,latent_dim=46,num_HL=5,opt_lr=0.0000,opt_wd=0.0000,size_HL=319_2023-10-16_01-07-54"
7,-0.1,2.5262889862060547,False,1,26a97e66,2023-10-16_01-08-01,1697418481,2.5262889862060547,79000,c8afe81c666d,172.17.0.3,2.5262889862060547,1,128,10,17,8,0.0009769365767905258,5.7922323517642875e-06,34,"/home/darlinne.soto/ray_results/tae_motionsense_p25/my_objective_function_26a97e66_8_batch_size=128,down_HL=10,latent_dim=17,num_HL=8,opt_lr=0.0010,opt_wd=0.0000,size_HL=34_2023-10-16_01-07-56"
8,-0.1,2.258970022201538,False,1,247e7aa7,2023-10-16_01-08-03,1697418483,2.258970022201538,79000,c8afe81c666d,172.17.0.3,2.258970022201538,1,32,13,79,3,0.000600653820047678,8.233531798584885e-06,44,"/home/darlinne.soto/ray_results/tae_motionsense_p25/my_objective_function_247e7aa7_9_batch_size=32,down_HL=13,latent_dim=79,num_HL=3,opt_lr=0.0006,opt_wd=0.0000,size_HL=44_2023-10-16_01-07-58"
9,-0.1,1.866856813430786,False,1,e35e9a42,2023-10-16_01-08-05,1697418485,1.866856813430786,79000,c8afe81c666d,172.17.0.3,1.866856813430786,1,128,9,52,4,0.00023337234759925252,4.367873703403393e-06,388,"/home/darlinne.soto/ray_results/tae_motionsense_p25/my_objective_function_e35e9a42_10_batch_size=128,down_HL=9,latent_dim=52,num_HL=4,opt_lr=0.0002,opt_wd=0.0000,size_HL=388_2023-10-16_01-08-01"
