,score,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/batch_size,config/num_HL,config/down_HL,config/size_HL,config/latent_dim,config/opt_lr,config/opt_wd,logdir,num_params,num_trainable_params
1353,0.5734741784037558,1697569251,True,1,5db3cfd8,2023-10-17_19-00-51,1472.830447435379,1472.830447435379,5364,ff5996df3739,172.17.0.2,1472.830447435379,1,,256,2,9,222,25,1.7140846329797783e-05,2.6723160171879488e-06,5db3cfd8,,
1354,0.5755868544600939,1697568425,True,1,6ea14c0a,2023-10-17_18-47-05,518.8941445350647,518.8941445350647,4734,ff5996df3739,172.17.0.2,518.8941445350647,1,,64,2,10,249,46,2.359345001254899e-05,3.3553294810879e-06,6ea14c0a,,
1355,0.5718309859154929,1697570976,True,1,fbe47fbc,2023-10-17_19-29-36,2685.4973340034485,2685.4973340034485,5406,ff5996df3739,172.17.0.2,2685.4973340034485,1,,256,2,9,245,36,1.4908244376218431e-05,3.81926506574698e-06,fbe47fbc,,
1356,0.6009389671361502,1697571644,False,1,4c2864c3,2023-10-17_19-40-44,3218.447834253311,3218.447834253311,4734,ff5996df3739,172.17.0.2,3218.447834253311,1,,256,2,10,226,28,1.2445887455251214e-05,2.998133176829753e-06,4c2864c3,,
1357,-0.1,1697571693,True,1,7d75c79a,2023-10-17_19-41-33,3255.1740136146545,3255.1740136146545,7136,ff5996df3739,172.17.0.2,3255.1740136146545,1,,256,2,9,237,33,1.8014433860140818e-05,4.014398671931603e-06,7d75c79a,-1.0,
1358,0.6009389671361502,1697570165,False,1,544ac8b3,2023-10-17_19-16-05,1475.9644243717194,1475.9644243717194,5074,ff5996df3739,172.17.0.2,1475.9644243717194,1,,256,2,9,242,23,1.9152803192410577e-05,4.1750339751814615e-06,544ac8b3,,
1359,0.5528169014084506,1697570655,True,1,796ae587,2023-10-17_19-24-15,1563.3435876369476,1563.3435876369476,5614,ff5996df3739,172.17.0.2,1563.3435876369476,1,,256,2,10,208,30,1.739599997719101e-05,4.389991298184005e-06,796ae587,,
1360,0.5704225352112676,1697569633,True,1,701fb0d0,2023-10-17_19-07-13,473.3860948085785,473.3860948085785,5768,ff5996df3739,172.17.0.2,473.3860948085785,1,,32,2,9,237,43,1.4943088587469226e-05,3.16016705691899e-06,701fb0d0,,
1361,0.6009389671361502,1697569849,False,1,a6f7135f,2023-10-17_19-10-49,597.581524848938,597.581524848938,5364,ff5996df3739,172.17.0.2,597.581524848938,1,,128,2,11,259,19,2.4330357796896104e-05,3.4604169765002328e-06,a6f7135f,,
1362,0.5704225352112676,1697571366,True,1,0d30ff80,2023-10-17_19-36-06,1719.1298534870148,1719.1298534870148,5768,ff5996df3739,172.17.0.2,1719.1298534870148,1,,256,2,10,246,25,1.3938562999414972e-05,3.735973377057081e-06,0d30ff80,,
